postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude
GU14 6BW,487306,154024,Unsurveyed/Urban,80.0,Unknown,1080.0,Rushmoor,-0.749672610363567,51.27868027628208
UB3 2SU,508684,181677,Unsurveyed/Urban,50.0,River Pinn,2290.0,Hillingdon,-0.43482348924373065,51.523560554541135
DA3 7NA,561606,168772,Unsurveyed/Urban,80.0,River Darent,6200.0,Dartford,0.32153710705793326,51.394971155571554
EX17 5LH,275049,104819,Stagnosols,90.0,Knighty Brook,660.0,Mid Devon,-3.7755749394021487,50.82938132887579
BA3 3UG,367893,154490,Arenosols,140.0,River Somer,440.0,Bath and North East Somerset,-2.4617979292065733,51.288631946511394
BS20 7AT,347429,176572,Gleysols,10.0,Unknown,470.0,North Somerset,-2.758505117400852,51.48564242399458
KT15 3JB,505266,162861,Luvisols,20.0,The Bourne,1050.0,Runnymede,-0.4896603172713668,51.35508117919887
DA6 8BA,548500,175300,Unsurveyed/Urban,50.0,River Shuttle,1580.0,Bexley,0.1360318256705967,51.45720624413321
BN20 0EF,555343,98209,Leptosols,110.0,Cuckmere River,4180.0,Wealden,0.20128179083553008,50.76268367997784
TN24 8ZA,601227,143045,Unsurveyed/Urban,50.0,Great Stour,640.0,Ashford,0.8758810239504051,51.15127592062266
SN15 3AL,392491,172748,Leptosols,60.0,River Avon,800.0,Wiltshire,-2.1094572257348276,51.45366198994716
SM1 2HR,524919,164529,Unsurveyed/Urban,50.0,Pyl Brook,2760.0,Epsom and Ewell,-0.206974549534921,51.36609527157379
BA4 5LG,362026,143686,Leptosols,150.0,River Sheppey,1660.0,Mendip,-2.544777460445395,51.19112605108956
EX20 4HU,252549,91441,Cambisols,250.0,River Lew,1050.0,West Devon,-4.089482267040298,50.70386099065955
TN21 8AN,558399,120720,Luvisols,140.0,Waldron Gill,3200.0,Wealden,0.2543149876749163,50.96413107596993
DA15 8UB,546143,172855,Unsurveyed/Urban,30.0,Wyncham Stream,870.0,Bexley,0.10112243068172204,51.435849559220614
BN3 1WE,529752,105134,Unsurveyed/Urban,30.0,West Arm,3950.0,Brighton and Hove,-0.1589160493544955,50.83120700360573
PO22 7DW,495033,99573,Unsurveyed/Urban,0.0,Aldingbourne Rife,440.0,Arun,-0.6531850598053041,50.787948597389224
PO19 2XQ,487551,104560,Unsurveyed/Urban,10.0,River Lavant,1810.0,Chichester,-0.7581123006002838,50.833960603175676
SO2 7GR,443883,111442,Unsurveyed/Urban,20.0,River Itchen,1440.0,Southampton,-1.3773321103216203,50.900793168030454
BH21 3YU,399096,96984,Podsols,70.0,Unknown,1130.0,Dorset,-2.014186862622284,50.77243786796292
PL30 4JL,211335,73554,Histosols,140.0,De Lank River,1850.0,Cornwall,-4.6634328907517615,50.53126453318133
BH1 9HH,409722,92041,Unsurveyed/Urban,40.0,The Bourne,1960.0,"Bournemouth, Christchurch and Poole",-1.8636232749384183,50.72790878459806
RG23 8ET,460672,152034,Unsurveyed/Urban,100.0,River Loddon,2850.0,Basingstoke and Deane,-1.1318058536491065,51.264242544626754
PO19 4HW,487355,105467,Unsurveyed/Urban,20.0,River Lavant,1740.0,Chichester,-0.7606789358153031,50.842144457810804
SO30 0WF,448725,114221,Luvisols,30.0,Unknown,520.0,Eastleigh,-1.3081111810633856,50.925393794122016
SE27 0JX,531800,172100,Unsurveyed/Urban,50.0,Pool River,5060.0,Lambeth,-0.10537863521832706,51.43258000649985
OX9 8PF,457300,195900,Luvisols,50.0,Unknown,1590.0,South Oxfordshire,-1.1730341468417218,51.658972205172816
TW3 1DU,514461,175819,Unsurveyed/Urban,20.0,River Crane,1180.0,Hounslow,-0.35348819613623117,51.46977027666652
PL2 2EU,245842,57289,Unsurveyed/Urban,10.0,Ham Brook,410.0,Plymouth,-4.170248343910876,50.39521560135006
GU51 1AN,479885,155364,Podsols,70.0,Unknown,840.0,Hart,-0.8557449037822015,51.29181432610965
TR1 1WJ,182961,43918,Cambisols,10.0,Truro River,570.0,Cornwall,-5.046106871808877,50.25528150908907
TN9 9NH,559913,145919,Unsurveyed/Urban,30.0,Botany Stream,580.0,Tonbridge and Malling,0.28699567360558104,51.19012577962315
SO50 7BW,449519,118631,Unsurveyed/Urban,40.0,Unknown,620.0,Eastleigh,-1.2962167722922848,50.964979488895935
GU17 7WS,482300,160800,Unsurveyed/Urban,60.0,Blackwater River,360.0,Hart,-0.819865824552516,51.34033967448223
RH2 0ES,526314,151212,Unsurveyed/Urban,110.0,Redhill Brook,3590.0,Reigate and Banstead,-0.19165717061596918,51.24610355818921
TQ2 7JU,289420,66123,Unsurveyed/Urban,50.0,Unknown,720.0,Torbay,-3.5600345414419072,50.48445392343034
ME13 9HY,604737,160779,Luvisols,20.0,Unknown,690.0,Swale,0.9361240773907674,51.30928526508964
SN11 8NL,400143,171140,Planosols,70.0,Abberd Brook,1100.0,Wiltshire,-1.999333086911374,51.43925491971111
SP11 9QY,426777,150993,Luvisols,130.0,River Bourne,6680.0,Wiltshire,-1.6176628290928867,51.25747574111995
RG12 8GF,485193,167323,Planosols,70.0,Unknown,710.0,Bracknell Forest,-0.7767818070721323,51.398553331413204
SO4 0SF,428800,92200,Luvisols,10.0,Danes Stream,1180.0,New Forest,-1.5933173547589825,50.72870980277233
BA12 7PF,381304,145836,Cambisols,130.0,Unknown,800.0,Wiltshire,-2.269033012778158,51.211418267639836
BN21 2SB,559694,100536,Unsurveyed/Urban,50.0,Unknown,700.0,Eastbourne,0.263934553564598,50.782412946335285
RG41 4DZ,479611,167102,Unsurveyed/Urban,70.0,Unknown,750.0,Wokingham,-0.8570520518437463,51.39737629362484
RG41 3HS,479565,169295,Unsurveyed/Urban,50.0,Emm Brook,540.0,Wokingham,-0.8572218682406204,51.41709740820689
SE6 9EH,537721,172900,Unsurveyed/Urban,30.0,Pool River,1680.0,Lewisham,-0.019944586833221336,51.438362049628346
DT4 7EY,368106,79730,Unsurveyed/Urban,10.0,Unknown,600.0,Dorset,-2.452169317042339,50.61640011700034
SN11 8FW,400432,171739,Luvisols,80.0,Abberd Brook,660.0,Wiltshire,-1.9951746971113107,51.444640771985014
BA2 6YJ,376263,165296,Leptosols,140.0,Kennet and Avon Canal,2760.0,Bath and North East Somerset,-2.3424990534244285,51.38620676199357
RG20 5QY,452530,158812,Planosols,100.0,Unknown,80.0,Basingstoke and Deane,-1.2474937535968427,51.325990476043756
SW19 9JT,524321,170180,Unsurveyed/Urban,30.0,River Wandle,3070.0,Merton,-0.21358305896422447,51.41701337658346
SL6 1NT,488760,181045,Stagnosols,30.0,White Brook,1410.0,Windsor and Maidenhead,-0.7220813654314028,51.521358249807996
BA14 4EW,385783,157995,Unsurveyed/Urban,40.0,River Biss,510.0,Wiltshire,-2.2053998348326376,51.32087914209868
BH7 7UZ,409725,92040,Podsols,50.0,The Bourne,1960.0,"Bournemouth, Christchurch and Poole",-1.8635807969274336,50.72789974234374
SO45 6JJ,442632,107108,Unsurveyed/Urban,10.0,Unknown,520.0,New Forest,-1.3956250560443602,50.86191566675299
SL5 9FT,493767,167833,Podsols,60.0,Unknown,1470.0,Windsor and Maidenhead,-0.6534350791432679,51.401787145711765
KT20 5RE,523291,155971,Unsurveyed/Urban,170.0,Unknown,5510.0,Reigate and Banstead,-0.2333065025883205,51.289536123247274
SW12 0BW,529064,173831,Unsurveyed/Urban,30.0,River Thames,3760.0,Wandsworth,-0.14408449949786925,51.44876545918395
BN1 2WD,531040,104624,Unsurveyed/Urban,20.0,West Arm,7560.0,Brighton and Hove,-0.14081904804802858,50.8263333636325
KT5 9XT,518842,168682,Unsurveyed/Urban,10.0,River Thames,260.0,Richmond upon Thames,-0.29283727336826804,51.4047238379748
PO19 9NB,485922,104179,Unsurveyed/Urban,10.0,River Lavant,620.0,Chichester,-0.781328255352065,50.83077904589572
BA2 2DN,374144,163639,Leptosols,120.0,River Avon,1350.0,Wiltshire,-2.372828155722797,51.37121489476791
SM7 1DQ,524365,158973,Unsurveyed/Urban,170.0,Unknown,4830.0,Reigate and Banstead,-0.21686726256501693,51.316283039768244
PO7 8XQ,467346,110204,Stagnosols,40.0,Unknown,930.0,Winchester,-1.0439448564655314,50.887406857895215
CT6 8DJ,615876,168074,Unsurveyed/Urban,10.0,Unknown,1550.0,Canterbury,1.1001182048803466,51.370671203220446
KT14 9BQ,506041,161877,Unsurveyed/Urban,20.0,Rive Ditch,710.0,Elmbridge,-0.47882763461511224,51.346092517244024
SN6 6EZ,409247,193573,Stagnosols,90.0,River Key,1230.0,Wiltshire,-1.8677716317697168,51.64088488802561
SW4 6DY,529448,175902,Unsurveyed/Urban,10.0,River Thames,2850.0,Lambeth,-0.1378043013135137,51.467289508877265
TW1 2PY,517487,174436,Gleysols,10.0,River Thames,460.0,Richmond upon Thames,-0.31040188172762956,51.45672086681772
TN22 1DP,547207,122054,Unsurveyed/Urban,60.0,River Uck,1110.0,Wealden,0.09559261446915811,50.97908482488976
SO53 4RA,442664,120314,Arenosols,30.0,Unknown,40.0,Eastleigh,-1.3936295725665335,50.98065976492106
BR7 5SX,540421,169620,Unsurveyed/Urban,70.0,Ravens Bourne,590.0,Lewisham,0.0175771277946659,51.40822573546142
SM4 5JW,525968,168223,Unsurveyed/Urban,20.0,River Wandle,560.0,Merton,-0.19060527475324804,51.39906237489349
CT4 5HP,619216,153064,Cambisols,70.0,Nail Bourne,5940.0,Canterbury,1.1388135841481994,51.23462953798275
BS49 4ER,342817,165333,Unsurveyed/Urban,10.0,Congresbury Yeo,1500.0,North Somerset,-2.823100156911902,51.38414821358832
RG29 1BE,473017,151400,Planosols,80.0,River Whitewater,960.0,Hart,-0.955029894889034,51.25709744105813
BN16 4LH,506762,104906,Gleysols,10.0,Unknown,870.0,Arun,-0.4853009251063404,50.83385003290689
KT17 4ED,521657,160859,Unsurveyed/Urban,60.0,Unknown,1630.0,Epsom and Ewell,-0.25506170520129184,51.333818500402785
PL4 9QY,249929,54294,Unsurveyed/Urban,10.0,River Plym,250.0,Cornwall,-4.111593155867366,50.36935763304786
BH8 9HH,410847,93874,Unsurveyed/Urban,30.0,River Stour,1400.0,"Bournemouth, Christchurch and Poole",-1.847630878082102,50.744372551954015
RG30 4YW,468455,173894,Unsurveyed/Urban,60.0,River Thames,1110.0,Reading,-1.0160717801380008,51.45989170938058
GU17 7NF,480989,160166,Unsurveyed/Urban,80.0,Unknown,1830.0,Hart,-0.8388267013468798,51.33482812842685
SM1 9HB,525907,163866,Planosols,60.0,Pyl Brook,4120.0,Sutton,-0.19302439016956285,51.359918800946424
PO13 9QU,455657,101294,Unsurveyed/Urban,10.0,River Alver,1980.0,Gosport,-1.211454567799101,50.808533751729726
RG16 9RY,451048,173861,Planosols,120.0,Unknown,2240.0,West Berkshire,-1.266601512142808,51.46142907403091
TW16 5BS,510520,170184,Unsurveyed/Urban,20.0,Portlane Brook,540.0,Spelthorne,-0.4119610194901301,51.419905052458674
EX9 7HE,308200,85200,Cambisols,30.0,Unknown,400.0,East Devon,-3.300114794326571,50.65921431286404
DA11 9ET,562432,174118,Unsurveyed/Urban,30.0,River Thames,1230.0,Gravesham,0.33584731959933195,51.44276457944626
TQ10 9DD,270282,59667,Cambisols,130.0,River Avon,700.0,South Hams,-3.8274204365924183,50.42249671539362
EX4 7YG,292269,92680,Unsurveyed/Urban,50.0,River Exe,970.0,Exeter,-3.5276046882621057,50.723723755502775
SE6 9HG,537721,172900,Unsurveyed/Urban,20.0,Pool River,1680.0,Lewisham,-0.019944586833221336,51.438362049628346
SW9 8BE,530642,175436,Unsurveyed/Urban,20.0,River Thames,3710.0,Lambeth,-0.12079692887810521,51.462827595844104
PO6 2HU,467183,104889,Unsurveyed/Urban,0.0,Unknown,890.0,Portsmouth,-1.0472360627989306,50.83963756264286
RG25 1LR,474021,151080,Luvisols,90.0,Basingstoke Canal,810.0,Hart,-0.9407110161626848,51.254091279859516
GU3 3PH,496851,154258,Podsols,40.0,Congo Stream,190.0,Guildford,-0.6128028461355058,51.279243008781926
SO2 9GY,444534,110797,Unsurveyed/Urban,20.0,Unknown,310.0,Southampton,-1.3681536062933028,50.89494370945268
EX21 5NT,251338,105956,Cambisols,70.0,River Torridge,1230.0,West Devon,-4.1124889921925005,50.83399135758914
PO6 9BB,465600,105430,Unsurveyed/Urban,10.0,Heavy Reach,2540.0,Portsmouth,-1.069617920104319,50.84468317074386
TW16 6NT,510010,169645,Unsurveyed/Urban,20.0,River Ash,2830.0,Spelthorne,-0.41945961106172713,51.415159530017974
PO9 5NN,472669,108842,Unsurveyed/Urban,30.0,River Ems,1950.0,Havant,-0.9685532721741258,50.87451712564037
TN31 6UG,584472,124490,Planosols,30.0,Unknown,380.0,Rother,0.6271325501340774,50.990245180983
BS35 4LW,355281,185331,Gleysols,10.0,The Pill,420.0,South Gloucestershire,-2.6465460293349854,51.565070333459005
W4 9DZ,520717,178385,Unsurveyed/Urban,10.0,River Thames,1580.0,Hounslow,-0.26258728286510835,51.4915331411412
BA16 0DP,348659,136747,Unsurveyed/Urban,20.0,Old Rhyne,590.0,Mendip,-2.7350477810253673,51.12768850904644
TN20 6UF,559337,127227,Luvisols,110.0,Unknown,2210.0,Wealden,0.27051364111740084,51.022339266546446
BN2 3QR,532109,105518,Unsurveyed/Urban,20.0,River Adur,8670.0,Brighton and Hove,-0.12532780044783515,50.83412562710129
GU1 9DD,499049,150522,Luvisols,30.0,River Wey,1030.0,Guildford,-0.5823331546052322,51.24528236546133
CT7 9SF,629636,169347,Unsurveyed/Urban,10.0,Brooksend Stream,3270.0,Thanet,1.2982898667940725,51.376705935041514
TW19 5LZ,501551,174378,Unsurveyed/Urban,20.0,Colne Brook,1060.0,Windsor and Maidenhead,-0.5396988528850449,51.45927931914361
PL26 6QY,201627,44993,Unsurveyed/Urban,20.0,Unknown,510.0,Cornwall,-4.785155995321778,50.271503684346364
PO12 9FD,460019,100900,Unsurveyed/Urban,10.0,Fareham Lake,2050.0,Gosport,-1.1496180756612655,50.80455641807793
BS39 4AG,361756,163757,Stagnosols,40.0,River Chew,510.0,Bath and North East Somerset,-2.5507960747349756,51.371574109944305
UB10 0WG,505009,183132,Unsurveyed/Urban,30.0,River Pinn,1320.0,Hillingdon,-0.48734133827447407,51.5373330092773
PO33 1GG,460524,91271,Planosols,40.0,Monktonmead Brook,870.0,Isle of Wight,-1.144032863237762,50.71792385539066
SO2 7BJ,444996,112595,Unsurveyed/Urban,40.0,River Itchen,1510.0,Southampton,-1.3613639299836162,50.91107529614189
RG26 5GP,465395,159735,Planosols,60.0,Unknown,1270.0,Basingstoke and Deane,-1.0627144384073555,51.33295759209424
RG40 4PX,479132,165321,Luvisols,60.0,Unknown,1310.0,Wokingham,-0.8643321694663062,51.38143226259143
EX1 1DD,291900,92200,Unsurveyed/Urban,50.0,River Exe,1750.0,Exeter,-3.532689552980522,50.71934021501486
BS37 7EG,370911,184708,Stagnosols,70.0,Unknown,1180.0,South Gloucestershire,-2.421012065026591,51.560494965991545
CT14 0PB,632541,156106,Luvisols,10.0,The Delf,1640.0,Dover,1.3313281567745967,51.25666668929454
BS20 6YN,347240,175698,Gleysols,10.0,Unknown,430.0,North Somerset,-2.76109592444378,51.47776691479569
SW15 6DY,523355,174767,Unsurveyed/Urban,20.0,Beverley Brook,1160.0,Wandsworth,-0.22587095714145577,51.458448699697925
CT15 4DT,627642,150598,Cambisols,80.0,North Stream,6910.0,Dover,1.257743230623555,51.20919505231634
BH31 6TH,409751,108085,Podsols,30.0,River Crane,900.0,Dorset,-1.8627913793067286,50.87218431160175
TN27 9DF,582925,144892,Planosols,30.0,Unknown,1790.0,Maidstone,0.6154335172697135,51.17400499906854
SP11 9LS,425786,149317,Leptosols,120.0,River Bourne,4930.0,Wiltshire,-1.6319840067817424,51.24245119686734
SP6 1DB,413934,114142,Luvisols,30.0,Ashford Water,150.0,New Forest,-1.8031146624580743,50.92656603368306
TN22 5GL,548368,119797,Planosols,30.0,Ridgewood Stream,850.0,Wealden,0.11119923047695403,50.95850530881632
TR4 8YN,175000,44600,Histosols,80.0,Unknown,4060.0,Cornwall,-5.158017095881327,50.2584266587052
RG22 4AR,462369,150542,Unsurveyed/Urban,100.0,River Loddon,2040.0,Basingstoke and Deane,-1.1077464521086617,51.25064552771584
SO45 5QX,441081,107085,Planosols,30.0,Unknown,1430.0,New Forest,-1.417664070232764,50.86182082840426
TA2 7LD,323364,126887,Luvisols,40.0,Kingston Stream,700.0,Somerset West and Taunton,-3.0943627564201104,51.036211579955385
EX20 2EQ,265779,101876,Cambisols,120.0,River Taw,1090.0,West Devon,-3.906049076836562,50.800854152600245
TW18 1LQ,504822,170522,Unsurveyed/Urban,20.0,River Ash,2500.0,Spelthorne,-0.4937749392704186,51.42402429966587
RG4 8PD,471300,175700,Unsurveyed/Urban,40.0,River Thames,1210.0,Reading,-0.9747649165873207,51.475777142782604
CT12 5HT,635000,164200,Luvisols,20.0,Unknown,1540.0,Thanet,1.3718277434284813,51.328312954748164
EX10 9PE,313286,89973,Unsurveyed/Urban,40.0,River Sid,590.0,East Devon,-3.22929911731645,50.702907275722175
SM4 5QE,525000,167100,Unsurveyed/Urban,30.0,Pyl Brook,630.0,Merton,-0.2049079559040018,51.38918365703293
SE9 3LP,542715,172795,Unsurveyed/Urban,50.0,Quaggy River,360.0,Greenwich,0.05181511572333734,51.436183558831765
SW9 0ST,530699,176238,Unsurveyed/Urban,10.0,River Thames,3060.0,Lambeth,-0.11968062416335583,51.470021758503655
BS34 5QU,358631,180982,Stagnosols,70.0,Henbury Trym,1220.0,South Gloucestershire,-2.597706506197773,51.52622529811889
TQ12 6YA,284743,69923,Cambisols,50.0,Unknown,630.0,Teignbridge,-3.6271050954579835,50.51771142480975
SW15 2SN,524100,174900,Unsurveyed/Urban,20.0,River Thames,1000.0,Wandsworth,-0.21510668610830558,51.459481318291985
RH19 2NE,539241,140906,Luvisols,90.0,Unknown,850.0,Tandridge,-0.010557735324173659,51.15048240224787
PL12 5ZX,242804,58863,Arenosols,60.0,River Tamar,780.0,Cornwall,-4.213616404856105,50.40855520584508
BN52 9SH,529121,104388,Unsurveyed/Urban,10.0,River Adur,5640.0,Brighton and Hove,-0.1681336928637116,50.824642997815104
RH1 6QA,527512,149380,Luvisols,210.0,Redhill Brook,3590.0,Reigate and Banstead,-0.17515408936086374,51.22937250995678
TW3 2AG,513727,175141,Unsurveyed/Urban,20.0,River Crane,1640.0,Hounslow,-0.3642689204652829,51.46382436076823
SE6 1YT,538824,173594,Unsurveyed/Urban,30.0,Quaggy River,2350.0,Lewisham,-0.003813681912654904,51.444329416121086
GU29 9JF,488315,120473,Podsols,30.0,Unknown,350.0,Chichester,-0.743420930344885,50.97690614186893
BS3 5AZ,358791,170904,Unsurveyed/Urban,50.0,The Malago,330.0,"Bristol, City of",-2.594221063434213,51.43562565681293
TW3 3AS,513371,175710,Unsurveyed/Urban,20.0,Duke of Northumberland's River,2310.0,Hounslow,-0.3692090692732347,51.46900980795247
GU8 4LP,499580,136084,Planosols,50.0,River Lox,170.0,Waverley,-0.57872463616661,51.1154042185249
EX31 3QA,252061,127466,Cambisols,110.0,Unknown,1890.0,North Devon,-4.110965438850483,51.02747116056134
RH1 9FP,528212,150643,Luvisols,210.0,Redhill Brook,3290.0,Reigate and Banstead,-0.1646825519635956,51.240566738662146
TN12 9PS,570858,146622,Planosols,20.0,Lesser Teise,410.0,Maidstone,0.44380654717392737,51.19327688504901
DA1 9BU,553664,174039,Unsurveyed/Urban,20.0,River Cray,1370.0,Dartford,0.20975380380453953,51.44449942177314
PO5 3HN,464280,98875,Unsurveyed/Urban,10.0,Unknown,660.0,Gosport,-1.089510413981516,50.785892548190645
GU31 4XR,475466,123203,Luvisols,60.0,Tilmore Brook,510.0,East Hampshire,-0.9258376370700654,51.00327544394552
BS36 2PN,367518,181188,Unsurveyed/Urban,60.0,River Frome,1230.0,South Gloucestershire,-2.469629291994692,51.528660423115866
RG17 9SU,438558,165093,Planosols,140.0,Unknown,800.0,West Berkshire,-1.4473245328356426,51.38358072951279
RG13 4PG,451500,167000,Luvisols,70.0,River Kennet,1210.0,West Berkshire,-1.2610913457122972,51.39970219155035
GU22 8QJ,503420,159932,Unsurveyed/Urban,40.0,Basingstoke Canal,2460.0,Woking,-0.5170110403745185,51.3290919419588
DA1 3RD,551398,173945,Luvisols,30.0,River Cray,830.0,Bexley,0.17713256255415147,51.44426457674356
KT24 5NT,512206,153276,Arenosols,80.0,Unknown,1810.0,Guildford,-0.39304809599322255,51.26760246692071
BH7 6BN,413100,92800,Unsurveyed/Urban,20.0,River Stour,310.0,"Bournemouth, Christchurch and Poole",-1.8157370367375394,50.734668487072945
PL25 5BQ,201212,52329,Unsurveyed/Urban,60.0,St Austell River,750.0,Cornwall,-4.794834876821169,50.33726055631924
PL5 3PW,246481,58784,Cambisols,60.0,Ham Brook,870.0,Plymouth,-4.16187630496997,50.408818142441824
ME8 0HL,580500,164900,Unsurveyed/Urban,160.0,Unknown,3910.0,Medway,0.590871696723784,51.35450009233077
TN3 0NH,555450,141501,Luvisols,90.0,River Medway,360.0,Sevenoaks,0.22127315513284654,51.1516594915665
BS17 2DB,365916,181866,Unsurveyed/Urban,50.0,River Frome,810.0,South Gloucestershire,-2.492787446390364,51.53466161760848
RG30 9GA,470135,173949,Unsurveyed/Urban,40.0,River Thames,1640.0,Reading,-0.9918834793945704,51.460180838914155
SW11 5UQ,527927,175960,Unsurveyed/Urban,10.0,River Thames,1630.0,Wandsworth,-0.15966806299869837,51.46815629863645
RH4 1YW,516746,149885,Unsurveyed/Urban,50.0,Pipp Brook,1970.0,Mole Valley,-0.32910696836297904,51.23621316101883
SW13 9EG,522600,177600,Unsurveyed/Urban,10.0,River Thames,390.0,Richmond upon Thames,-0.23575064906782456,51.484073421283114
SO23 8ED,448446,129543,Unsurveyed/Urban,40.0,Upper Brook,430.0,Winchester,-1.3100413663273125,51.06318645723252
BS18 8UA,356024,161972,Luvisols,60.0,Babylon Brook,440.0,Bath and North East Somerset,-2.632914802654594,51.35510878170647
GU7 9AR,497539,143898,Luvisols,40.0,River Wey,400.0,Guildford,-0.6057591796416788,51.18599758450597
TA14 6RE,347496,117545,Luvisols,50.0,Trutts Brook,1300.0,South Somerset,-2.7488759505317466,50.95492997136175
OX39 4LJ,473287,201900,Stagnosols,90.0,Unknown,860.0,South Oxfordshire,-0.940696182810315,51.71105612060115
GU27 9EE,488980,132610,Podsols,130.0,River Wey,360.0,Waverley,-0.7309750911789248,51.085915362676104
KT23 3NW,513730,155402,Unsurveyed/Urban,50.0,River Mole,2360.0,Mole Valley,-0.3705369042997943,51.286409560586
SO5 9ZW,438500,119100,Planosols,50.0,Tanner's Brook,870.0,Test Valley,-1.4530704776850345,50.97003632001296
DA2 7BG,552700,172300,Unsurveyed/Urban,60.0,River Cray,2270.0,Dartford,0.19514401477081747,51.42913509096879
ME20 7JY,572094,158126,Unsurveyed/Urban,20.0,River Medway,830.0,Tonbridge and Malling,0.46700307717185036,51.296252895010745
BN52 9AY,529099,105474,Unsurveyed/Urban,30.0,River Adur,5680.0,Brighton and Hove,-0.16806381001358728,50.83440876061117
BS40 7RN,350140,159106,Cambisols,100.0,Unknown,1780.0,North Somerset,-2.717004302752765,51.32885346440925
BS48 4DH,345954,170359,Unsurveyed/Urban,10.0,Parish Brook,360.0,North Somerset,-2.7787940220249436,51.42964388623038
UB4 9QH,511904,182403,Unsurveyed/Urban,30.0,Yeading Brook,2290.0,Hillingdon,-0.38819951623266896,51.529457587012935
ME16 0GA,573378,155298,Unsurveyed/Urban,80.0,River Medway,1470.0,Maidstone,0.48402986116230334,51.27045879405905
EX10 0NZ,314800,88800,Luvisols,160.0,River Sid,1520.0,East Devon,-3.207593938481568,50.69258529701199
BS48 2YR,347369,170657,Unsurveyed/Urban,30.0,Land Yeo,4240.0,North Somerset,-2.7584868218687504,51.432456624210786
PO9 3PZ,470032,107028,Unsurveyed/Urban,20.0,Unknown,830.0,Havant,-1.0063725193519888,50.85853233207853
ME19 4HR,567698,155089,Luvisols,90.0,Unknown,1770.0,Tonbridge and Malling,0.40258586383668027,51.270279550409036
RH12 9PY,517699,131139,Unsurveyed/Urban,50.0,River Arun,1590.0,Horsham,-0.32158641569741586,51.06752614930234
BS31 1JU,366255,166856,Leptosols,60.0,River Chew,1270.0,Bath and North East Somerset,-2.486462227820724,51.39972431596257
BS16 6PD,365346,177729,Unsurveyed/Urban,50.0,Folly Brook,1410.0,South Gloucestershire,-2.500596754018728,51.49743064008753
RH16 4LW,533200,123700,Unsurveyed/Urban,80.0,Scrase Stream,1270.0,Mid Sussex,-0.10321140906826452,50.99728567895977
KT18 7PJ,520582,160648,Unsurveyed/Urban,50.0,Unknown,1360.0,Epsom and Ewell,-0.27055656652448334,51.3321508769074
SW19 2TE,526400,169800,Unsurveyed/Urban,20.0,River Wandle,120.0,Merton,-0.18383721548853177,51.413139014724706
TA1 3HZ,323571,124767,Unsurveyed/Urban,60.0,River Tone,590.0,Somerset West and Taunton,-3.090963431693238,51.017179199830935
ME14 5ED,575794,156256,Unsurveyed/Urban,20.0,River Medway,660.0,Maidstone,0.5190989468369814,51.27832508635789
SO24 0RL,456553,131585,Leptosols,70.0,River Itchen,820.0,Winchester,-1.194045213488899,51.08080678190376
GU21 9DD,497146,158683,Unsurveyed/Urban,40.0,Basingstoke Canal,1130.0,Woking,-0.6073716294852873,51.31896968878843
BS26 2EE,341802,154809,Leptosols,20.0,Ellenge Stream,880.0,Sedgemoor,-2.835960574013751,51.289426129839036
EX38 8HY,243101,115052,Cambisols,180.0,Unknown,2070.0,Torridge,-4.233273718061529,50.91354877174577
GU21 6YH,500495,158809,Unsurveyed/Urban,30.0,Basingstoke Canal,930.0,Woking,-0.5592950875850646,51.31952123491649
PO16 8NT,461289,105778,Unsurveyed/Urban,10.0,Heavy Reach,2280.0,Fareham,-1.130783411211979,50.84828410720141
ME10 9EW,590552,163563,Unsurveyed/Urban,20.0,Unknown,2370.0,Swale,0.7343468693120704,51.33921252632292
PO13 9SZ,458225,101798,Unsurveyed/Urban,10.0,River Alver,860.0,Gosport,-1.1749322965285272,50.81281359638034
SE1 2YD,533721,180092,Unsurveyed/Urban,10.0,Upper Pool,100.0,Southwark,-0.07473976545089214,51.503949956866585
OX9 3QJ,472930,206214,Cambisols,90.0,Cuttle Brook,570.0,South Oxfordshire,-0.944959842733501,51.74988363786506
TN5 7NZ,570900,130700,Luvisols,130.0,Kent Ditch,1240.0,Rother,0.43686615235892845,51.05022293630064
EX32 9FD,256592,132234,Unsurveyed/Urban,20.0,Coney Gut,310.0,North Devon,-4.048288900446477,51.071467466694145
TR19 6EL,140170,26799,Histosols,120.0,Unknown,2120.0,Cornwall,-5.6335399192178635,50.084364031168136
BS6 9PZ,359117,174505,Unsurveyed/Urban,30.0,River Trym,490.0,"Bristol, City of",-2.589948850655217,51.46802615243527
BA1 6BH,376267,166184,Leptosols,140.0,Kennet and Avon Canal,3470.0,Bath and North East Somerset,-2.3425012258997993,51.39419135717281
BS31 1EN,365453,168482,Unsurveyed/Urban,20.0,River Chew,550.0,Bath and North East Somerset,-2.498149162368822,51.41429567388927
RG4 6XH,476225,175125,Gleysols,40.0,Sonning Reach,990.0,Wokingham,-0.9039887038844714,51.46996682008319
UB7 7PF,505529,179313,Unsurveyed/Urban,50.0,River Pinn,1670.0,Hillingdon,-0.48098906635863314,51.50290994969783
ME5 9QX,574629,162197,Cambisols,180.0,River Medway,2730.0,Tonbridge and Malling,0.5053182359163547,51.332052099560364
TN14 7DL,548883,161431,Luvisols,160.0,River Darent,3010.0,Sevenoaks,0.13572790801706452,51.33248781132998
