postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,longitude,latitude,postcodeSector,postcodeDistrict
TQ13 7LQ,276708,70653,Luvisols,100,River Ashburn,280.0,Teignbridge,-3.7406296194073376,50.52263434870183,TQ13 7,TQ13
TW13 4PA,510002,172296,Unsurveyed/Urban,20,River Ash,3840.0,Hounslow,-0.41875235502688135,51.438988669347715,TW13 4,TW13
PO38 3LU,451206,83984,Luvisols,60,River Yar,2070.0,Isle of Wight,-1.277018872012051,50.65329303851645,PO38 3,PO38
CT1 9DU,615886,158470,Unsurveyed/Urban,20,Great Stour,550.0,Canterbury,1.094447522821825,51.28443710025901,CT1 9,CT1
SW18 4DR,525891,173924,Unsurveyed/Urban,10,River Wandle,1280.0,Wandsworth,-0.18968796086492967,51.45031487050647,SW18 4,SW18
BS19 1BE,348106,170921,Cambisols,20,Land Yeo,680.0,North Somerset,-2.7479248325781915,51.4348983278611,BS19 1,BS19
PO20 6ZR,491175,104552,Luvisols,10,Selsey Rife,770.0,Chichester,-0.7066658652035708,50.83332985061035,PO20 6,PO20
TN9 9LA,559975,145894,Unsurveyed/Urban,30,Botany Stream,520.0,Tonbridge and Malling,0.287871017581067,51.189883823624925,TN9 9,TN9
GU47 0ZE,483515,161244,Gleysols,60,Blackwater River,160.0,Bracknell Forest,-0.8023230018121823,51.34415416131453,GU47 0,GU47
DT7 3SG,332132,93160,Cambisols,60,Unknown,260.0,East Devon,-2.963058826626293,50.73407188915543,DT7 3,DT7
SP10 5PP,436736,146659,Unsurveyed/Urban,70,River Anton,640.0,Test Valley,-1.4753966017794862,51.21795388375526,SP10 5,SP10
TN12 0PJ,578422,143769,Planosols,30,River Beult,1780.0,Maidstone,0.5505287814232002,51.16533863286081,TN12 0,TN12
PO31 7PS,449617,95077,Planosols,30,River Medina,490.0,Isle of Wight,-1.2980073255551818,50.75317876504352,PO31 7,PO31
SO53 1TW,442690,121896,Unsurveyed/Urban,40,Monks Brook,650.0,Eastleigh,-1.3930738301992514,50.994882792997906,SO53 1,SO53
BN7 2DH,541460,110289,Unsurveyed/Urban,20,River Ouse,380.0,Lewes,0.009220644676894275,50.87479441638266,BN7 2,BN7
BA3 2QE,366356,154430,Unsurveyed/Urban,100,River Somer,420.0,Bath and North East Somerset,-2.483831941621102,51.28800341708791,BA3 2,BA3
OX10 1DG,459875,188939,Luvisols,50,Bradford's Brook,130.0,South Oxfordshire,-1.137000708098998,51.59612321066915,OX10 1,OX10
TW18 4AQ,503877,171806,Unsurveyed/Urban,20,River Ash,290.0,Spelthorne,-0.5069854165954049,51.4357393475602,TW18 4,TW18
TR18 2RE,146968,30390,Unsurveyed/Urban,30,Larriggan River,1770.0,Cornwall,-5.541083176430229,50.119531809998676,TR18 2,TR18
TN37 6PJ,580013,110754,Unsurveyed/Urban,70,Hollington Stream,1120.0,Hastings,0.5568881536300971,50.8682604515653,TN37 6,TN37
RG45 6GN,481754,169093,Unsurveyed/Urban,60,Unknown,1440.0,Wokingham,-0.8257969391043315,51.414970480120616,RG45 6,RG45
SL6 1TE,489830,181261,Unsurveyed/Urban,30,River Thames,1080.0,Windsor and Maidenhead,-0.7066084851477036,51.52313095715346,SL6 1,SL6
BS15 8PY,364900,173369,Unsurveyed/Urban,110,River Avon,2490.0,South Gloucestershire,-2.5065866065223084,51.45820163747795,BS15 8,BS15
PL6 8AZ,250532,59193,Histosols,70,Unknown,450.0,Plymouth,-4.105069707613052,50.413539082921794,PL6 8,PL6
TN31 6PY,582541,125684,Luvisols,50,River Tillingham,610.0,Rother,0.600248241398086,51.001586003156994,TN31 6,TN31
DA18 4XP,548205,179402,Unsurveyed/Urban,10,Unknown,880.0,Bexley,0.13350822282679692,51.49414105169748,DA18 4,DA18
BN16 3EJ,505403,102505,Unsurveyed/Urban,10,Ferring Rife,1280.0,Arun,-0.5052815663985917,50.81251518738782,BN16 3,BN16
SE23 3DP,534689,173725,Unsurveyed/Urban,60,Pool River,3000.0,Southwark,-0.06322643952717605,51.446504188124074,SE23 3,SE23
BS1 9BS,360204,173429,Unsurveyed/Urban,20,River Frome,820.0,"Bristol, City of",-2.574179627301349,51.45842947678411,BS1 9,BS1
TA4 1ES,317817,122222,Luvisols,40,Unknown,390.0,Somerset West and Taunton,-3.1723988455401497,50.9935040392169,TA4 1,TA4
BN1 2FE,530428,104171,Unsurveyed/Urban,20,River Adur,6960.0,Brighton and Hove,-0.14966454239297353,50.82239995585202,BN1 2,BN1
CR9 4PH,530900,165500,Unsurveyed/Urban,40,River Wandle,1500.0,Croydon,-0.12075102206441535,51.373475789241574,CR9 4,CR9
SW8 4BB,528900,176900,Unsurveyed/Urban,0,River Thames,1800.0,Wandsworth,-0.1453253824069155,51.47638329771998,SW8 4,SW8
TN39 4LG,572529,108451,Arenosols,30,Combe Haven,1400.0,Rother,0.4495505129696193,50.84985008692663,TN39 4,TN39
SO4 4AN,435327,112608,Unsurveyed/Urban,10,Bartley Water,330.0,New Forest,-1.4988848322019805,50.911863092034835,SO4 4,SO4
EX32 7RJ,256965,133752,Cambisols,30,River Yeo,1730.0,North Devon,-4.043569732615049,51.08520195600445,EX32 7,EX32
SO5 5HJ,445228,118611,Unsurveyed/Urban,20,Monks Brook,1430.0,Eastleigh,-1.3573193252699731,50.965151680726144,SO5 5,SO5
RG11 2SZ,480093,169188,Unsurveyed/Urban,50,Emm Brook,120.0,Wokingham,-0.8496548547491227,51.4160612579984,RG11 2,RG11
SP2 9LD,412543,131415,Unsurveyed/Urban,90,River Avon,730.0,Wiltshire,-1.8223146991690022,51.08191972598631,SP2 9,SP2
SO4 9AT,432700,95500,Unsurveyed/Urban,10,Unknown,610.0,New Forest,-1.5377707727611687,50.75817885568521,SO4 9,SO4
BR1 5SY,540421,169620,Unsurveyed/Urban,70,Ravens Bourne,860.0,Bromley,0.0175771277946659,51.40822573546142,BR1 5,BR1
BH1 2NL,409336,91168,Unsurveyed/Urban,30,The Bourne,1510.0,"Bournemouth, Christchurch and Poole",-1.8691139612089325,50.72006446408012,BH1 2,BH1
TN16 2AQ,541299,156873,Unsurveyed/Urban,220,River Darent,2740.0,Tandridge,0.025135331219716506,51.293462550841284,TN16 2,TN16
RG25 3EQ,451296,154918,Leptosols,140,River Test,4050.0,Basingstoke and Deane,-1.2657608783668621,51.2910918346923,RG25 3,RG25
BS15 7DF,365648,171598,Unsurveyed/Urban,60,Siston Brook,1040.0,South Gloucestershire,-2.4956485161272353,51.44232425759872,BS15 7,BS15
TN26 2EL,598760,134595,Planosols,40,Royal Military Canal,5340.0,Ashford,0.8360006802246452,51.076247731571385,TN26 2,TN26
BA1 5TR,374637,166680,Unsurveyed/Urban,170,Lam Brook,1540.0,Bath and North East Somerset,-2.365964191161011,51.39858025237758,BA1 5,BA1
UB4 0NH,511930,180957,Unsurveyed/Urban,30,Grand Union Canal,2600.0,Hillingdon,-0.3882837579117205,51.516455983238664,UB4 0,UB4
TN25 6SD,607328,140064,Luvisols,80,East Stour River,1630.0,Ashford,0.9612793924984426,51.122330703846075,TN25 6,TN25
SN12 6RA,392096,161933,Stagnosols,50,Kennet and Avon Canal,1050.0,Wiltshire,-2.1148973757337504,51.35641246716583,SN12 6,SN12
SO1 9YR,437667,115487,Luvisols,20,River Test,1110.0,Test Valley,-1.4653059439861598,50.93760344077655,SO1 9,SO1
BH12 1YJ,406600,93100,Podsols,30,The Bourne,250.0,"Bournemouth, Christchurch and Poole",-1.9078372756723438,50.73747523153981,BH12 1,BH12
TW14 0BT,511460,173822,Unsurveyed/Urban,20,River Crane,570.0,Hounslow,-0.3973042418263935,51.4524197031598,TW14 0,TW14
BS10 6LF,358709,179439,Unsurveyed/Urban,70,Henbury Trym,1520.0,"Bristol, City of",-2.5964009319537737,51.512357994077185,BS10 6,BS10
PO16 0LR,457698,105674,Unsurveyed/Urban,10,Heavy Reach,1680.0,Fareham,-1.1818027742161055,50.8477176075132,PO16 0,PO16
TW1 3JZ,516327,173388,Unsurveyed/Urban,10,River Crane,1820.0,Richmond upon Thames,-0.32743432072227924,51.447541059840965,TW1 3,TW1
EX1 2LG,292776,92782,Unsurveyed/Urban,40,River Exe,1210.0,Exeter,-3.520454342028748,50.724734565860636,EX1 2,EX1
GU15 4YJ,484662,162488,Podsols,80,Windle Brook,800.0,Bracknell Forest,-0.785563366558235,51.35516785679758,GU15 4,GU15
SO22 4QD,447724,129396,Unsurveyed/Urban,60,Upper Brook,710.0,Winchester,-1.320363038374171,51.061925038569186,SO22 4,SO22
DT7 3RT,333096,92884,Cambisols,90,River Lim,510.0,Dorset,-2.9493507283947293,50.73170229644036,DT7 3,DT7
EX2 5ED,293468,92345,Unsurveyed/Urban,50,Northbrook,1110.0,Exeter,-3.510527771618659,50.720933567860335,EX2 5,EX2
TN3 9PB,551844,135292,Cambisols,110,Bad Brook,350.0,Wealden,0.16714084750341018,51.096835223241825,TN3 9,TN3
TR1 2ZR,182961,43918,Cambisols,10,Truro River,220.0,Cornwall,-5.046106871808877,50.25528150908907,TR1 2,TR1
RG9 9EF,476113,182461,Unsurveyed/Urban,40,River Thames,520.0,South Oxfordshire,-0.9040202117128596,51.53593115891799,RG9 9,RG9
BR8 7AF,551400,168500,Unsurveyed/Urban,80,River Darent,3850.0,Sevenoaks,0.17483740157518643,51.39534018396945,BR8 7,BR8
RG2 0PL,471768,171770,Unsurveyed/Urban,50,River Kennet,860.0,Reading,-0.9688237921196154,51.44038708466264,RG2 0,RG2
SE25 5RD,534521,167689,Unsurveyed/Urban,50,Unknown,1800.0,Croydon,-0.06793123634035521,51.39230177389794,SE25 5,SE25
TN33 0DW,575846,116013,Luvisols,40,Powdermill Stream,1600.0,Rother,0.5002591408618183,50.916788050654596,TN33 0,TN33
BA7 7JY,363698,133137,Luvisols,80,River Brue,1230.0,South Somerset,-2.5197858194859197,51.09638221436477,BA7 7,BA7
EX1 3UU,296171,93683,Arenosols,30,Pin Brook,1020.0,Exeter,-3.4726271268355076,50.73345155764137,EX1 3,EX1
EX7 9QU,295362,76560,Cambisols,30,Dawlish Water,430.0,Teignbridge,-3.4792419490654387,50.57937458150549,EX7 9,EX7
CT20 1BJ,622784,135848,Unsurveyed/Urban,30,Pent Stream,500.0,Folkestone and Hythe,1.179189837426528,51.07868190026585,CT20 1,CT20
BS8 2QD,357578,174242,Unsurveyed/Urban,60,Unknown,1620.0,"Bristol, City of",-2.612071521438656,51.46554792050892,BS8 2,BS8
RH17 7NF,536987,123116,Luvisols,70,Pellingford Brook,1280.0,Mid Sussex,-0.04949792227954991,50.991149016218834,RH17 7,RH17
GU19 5WY,491075,163233,Histosols,60,Windle Brook,350.0,Surrey Heath,-0.6933010829713294,51.360874429581195,GU19 5,GU19
PO2 0BJ,464890,102165,Unsurveyed/Urban,10,Unknown,1970.0,Portsmouth,-1.0802779520382546,50.81540637647831,PO2 0,PO2
SO1 5QS,439909,114261,Unsurveyed/Urban,20,Holly Brook,990.0,Southampton,-1.4335338876846004,50.92642899983163,SO1 5,SO1
KT24 6EW,508206,151830,Leptosols,110,Tilling Bourne,3370.0,Guildford,-0.4507973089873022,51.255377684832084,KT24 6,KT24
RG9 1ZH,476113,182461,Unsurveyed/Urban,40,River Thames,520.0,South Oxfordshire,-0.9040202117128596,51.53593115891799,RG9 1,RG9
RG1 9UX,471613,170786,Unsurveyed/Urban,50,Foudry Brook,550.0,Reading,-0.9712521709432029,51.4315604010268,RG1 9,RG1
CR2 5EZ,532300,158800,Unsurveyed/Urban,150,Unknown,6480.0,Croydon,-0.10313668993735185,51.31294026605768,CR2 5,CR2
RG11 5YB,482203,169466,Planosols,60,Unknown,1500.0,Wokingham,-0.8192555759908037,51.418258798653284,RG11 5,RG11
RG11 5SF,482800,170900,Planosols,60,Unknown,540.0,Wokingham,-0.8103376551304604,51.43106317980957,RG11 5,RG11
PL15 8JN,233036,85697,Cambisols,130,River Kensey,450.0,Cornwall,-4.362983608325526,50.64697215875886,PL15 8,PL15
SW11 1HN,527488,175113,Unsurveyed/Urban,10,River Thames,1750.0,Wandsworth,-0.16628987701689218,51.46064336408225,SW11 1,SW11
GU13 9QY,481113,154002,Unsurveyed/Urban,80,Unknown,280.0,Hart,-0.8384467404130397,51.27939667048261,GU13 9,GU13
TQ4 5AJ,288803,60399,Unsurveyed/Urban,10,Unknown,1640.0,Torbay,-3.567026283142025,50.432879970896934,TQ4 5,TQ4
RH16 2PW,534756,125901,Unsurveyed/Urban,60,River Ouse,760.0,Mid Sussex,-0.0802343978562723,51.01670450874712,RH16 2,RH16
SN8 1LS,418700,169000,Unsurveyed/Urban,130,River Kennet,350.0,Wiltshire,-1.7324667051755578,51.419708272750874,SN8 1,SN8
SW19 1YR,524334,170172,Unsurveyed/Urban,20,River Wandle,3040.0,Merton,-0.2133990124587771,51.41693863066264,SW19 1,SW19
SE6 3LN,537131,171724,Unsurveyed/Urban,30,Pool River,300.0,Lewisham,-0.02888267668944521,51.42793723063594,SE6 3,SE6
BH9 2PL,408470,93777,Unsurveyed/Urban,40,The Bourne,2400.0,"Bournemouth, Christchurch and Poole",-1.8813222970218064,50.743539341645274,BH9 2,BH9
GU34 5GP,466366,134372,Luvisols,180,Lavant Stream,6720.0,East Hampshire,-1.053465634779477,51.10481506944187,GU34 5,GU34
RH14 9DU,509992,126789,Planosols,40,River Adur,1260.0,Horsham,-0.43285462881434517,51.02995194763729,RH14 9,RH14
BR5 2WJ,546193,166288,Unsurveyed/Urban,60,Unknown,1850.0,Bromley,0.09913698997344174,51.376828489208116,BR5 2,BR5
RH13 9DT,515617,126550,Planosols,50,Horn Brook,2630.0,Horsham,-0.3527510864975166,51.02670090518266,RH13 9,RH13
PL16 0BN,238472,84982,Cambisols,100,River Lyd,540.0,West Devon,-4.285848573255106,50.642080812495145,PL16 0,PL16
EX13 7DD,330466,105371,Cambisols,100,Corry Brook,290.0,East Devon,-2.988977032104347,50.843666348954606,EX13 7,EX13
SN8 2LQ,427923,177993,Luvisols,230,River Lambourn,7750.0,Wiltshire,-1.5991272074005711,51.50018964968935,SN8 2,SN8
SO4 2PQ,429467,113634,Planosols,30,Cadnam River,570.0,New Forest,-1.5821515757389413,50.921416792405964,SO4 2,SO4
BH9 1TW,409015,94535,Unsurveyed/Urban,30,River Stour,2250.0,"Bournemouth, Christchurch and Poole",-1.8735798331028402,50.750347639330414,BH9 1,BH9
TN37 7TB,579014,112964,Luvisols,120,Hollington Stream,2200.0,Hastings,0.5437870761792836,50.88842409300191,TN37 7,TN37
SO53 1LQ,443582,122064,Unsurveyed/Urban,40,Monks Brook,580.0,Eastleigh,-1.3803441705872732,50.99632671462492,SO53 1,SO53
RH4 3GB,515367,148730,Luvisols,80,Milton Brook,350.0,Mole Valley,-0.3492225170380349,51.22611206391462,RH4 3,RH4
BN23 6SF,564000,101200,Arenosols,0,Langney Sewer,1380.0,Eastbourne,0.32525936139492523,50.787178206472824,BN23 6,BN23
DT4 4FW,367827,78925,Unsurveyed/Urban,10,River Wey,160.0,Dorset,-2.456042694216936,50.60914573301936,DT4 4,DT4
RH19 4PX,535568,130854,Luvisols,130,Coombe Brook,780.0,Mid Sussex,-0.06681332821459038,51.06102672877216,RH19 4,RH19
SO2 4LH,444020,114177,Unsurveyed/Urban,20,River Itchen,1440.0,Southampton,-1.3750548969481426,50.9253754392297,SO2 4,SO2
GU1 1EP,499949,150293,Unsurveyed/Urban,50,River Wey,750.0,Guildford,-0.5695072252717089,51.243067057862476,GU1 1,GU1
DA12 3ZS,565041,174030,Unsurveyed/Urban,20,River Thames,950.0,Gravesham,0.37331294959341005,51.441220428079575,DA12 3,DA12
SO53 2ZA,443995,121148,Unsurveyed/Urban,40,Monks Brook,1170.0,Eastleigh,-1.3745700830803924,50.98805895952733,SO53 2,SO53
TR12 7NR,170113,12077,Cambisols,70,Ponsontuel Creek,2090.0,Cornwall,-5.206881765138853,49.964506572455,TR12 7,TR12
SW1P 9SX,529675,177443,Unsurveyed/Urban,0,River Thames,1490.0,Wandsworth,-0.13397313208124065,51.48108614245486,SW1P 9,SW1P
BS48 1BP,347660,170957,Unsurveyed/Urban,30,Land Yeo,4510.0,North Somerset,-2.75434561820346,51.43518087607668,BS48 1,BS48
BS39 7XU,364989,156268,Unsurveyed/Urban,130,Cam Brook,1240.0,Bath and North East Somerset,-2.503614479545384,51.30444698955247,BS39 7,BS39
TR11 5QQ,171401,29296,Histosols,100,Penryn River,440.0,Cornwall,-5.19922240272369,50.11962345297535,TR11 5,TR11
ME19 5EJ,564500,160400,Stagnosols,90,River Medway,1390.0,Tonbridge and Malling,0.3592294920525669,51.31892575012931,ME19 5,ME19
GU6 8YJ,504646,138704,Gleysols,50,Unknown,1840.0,Waverley,-0.5056148985086631,51.13805362893882,GU6 8,GU6
RH16 2LH,535043,124979,Unsurveyed/Urban,40,Scrase Stream,390.0,Mid Sussex,-0.076488135493629,51.00835109483304,RH16 2,RH16
SM1 3QS,527122,164974,Unsurveyed/Urban,40,Unknown,940.0,Sutton,-0.1751874084865548,51.36960618798998,SM1 3,SM1
GU6 8EA,503983,134019,Planosols,50,Unknown,1240.0,Waverley,-0.5164374327288912,51.09606065189386,GU6 8,GU6
CR90 9RQ,531406,166024,Unsurveyed/Urban,40,River Wandle,2100.0,Croydon,-0.11329195348485777,51.37806809152751,CR90 9,CR90
PO6 2JT,466787,105489,Unsurveyed/Urban,10,Unknown,1940.0,Portsmouth,-1.0527500317440526,50.84507807755249,PO6 2,PO6
SN12 8NL,385758,163318,Leptosols,50,South Brook,310.0,Wiltshire,-2.2059732940020123,51.368741037083254,SN12 8,SN12
GU26 6QU,488412,136465,Podsols,240,Unknown,730.0,Waverley,-0.7381394358937698,51.12065912523591,GU26 6,GU26
BH7 7ZR,409725,92040,Unsurveyed/Urban,40,The Bourne,1960.0,"Bournemouth, Christchurch and Poole",-1.8635807969274336,50.72789974234374,BH7 7,BH7
RH19 1GU,538442,138455,Unsurveyed/Urban,130,Felbridge Water,1270.0,Mid Sussex,-0.022915510902645052,51.12864975787983,RH19 1,RH19
BN11 5NN,513200,102400,Unsurveyed/Urban,10,Ferring Rife,3140.0,Worthing,-0.3946883380106504,50.810101606040185,BN11 5,BN11
TA11 6QJ,348692,128509,Unsurveyed/Urban,30,Mill Stream,500.0,South Somerset,-2.7334033112234626,51.05362067319427,TA11 6,TA11
SE6 9HG,537721,172900,Unsurveyed/Urban,20,Ravensbourne River,1680.0,Lewisham,-0.019944586833221336,51.438362049628346,SE6 9,SE6
PL12 5AH,236637,61827,Cambisols,100,River Lynher,830.0,Cornwall,-4.301624467345939,50.4335060724161,PL12 5,PL12
TN15 6EJ,557822,162723,Luvisols,170,River Darent,4880.0,Sevenoaks,0.26450877077881446,51.34168745271952,TN15 6,TN15
PO13 0AU,458264,104523,Unsurveyed/Urban,10,Heavy Reach,1030.0,Gosport,-1.1739466674792336,50.837311719229994,PO13 0,PO13
SP2 2AU,413857,130232,Unsurveyed/Urban,50,Unknown,150.0,Wiltshire,-1.8036012202990042,51.07125214130094,SP2 2,SP2
SE12 0BD,540721,172368,Unsurveyed/Urban,40,Quaggy River,460.0,Lewisham,0.022977755201418523,51.43284491326589,SE12 0,SE12
TW15 1XS,508255,170006,Unsurveyed/Urban,20,River Ash,1120.0,Spelthorne,-0.44457609393909325,51.418741755263085,TW15 1,TW15
SO9 2EN,440898,112296,Unsurveyed/Urban,10,Unknown,490.0,Southampton,-1.4196825415720975,50.90869083589722,SO9 2,SO9
BS16 5HZ,364750,176178,Unsurveyed/Urban,80,River Frome,1780.0,South Gloucestershire,-2.509026599450322,51.48344843485702,BS16 5,BS16
SE21 8JT,531900,173000,Unsurveyed/Urban,50,Pool River,5120.0,Lambeth,-0.1036059832560591,51.44064472817889,SE21 8,SE21
RH10 7UJ,529184,136203,Gleysols,80,Gatwick Stream,170.0,Crawley,-0.1559508589084294,51.11057118556875,RH10 7,RH10
TW17 8US,508007,167313,Unsurveyed/Urban,10,River Ash,2520.0,Spelthorne,-0.4489603228195257,51.39458349377459,TW17 8,TW17
SO23 8UB,447823,129465,Unsurveyed/Urban,60,Upper Brook,640.0,Winchester,-1.3189413310214293,51.06253723370583,SO23 8,SO23
BN26 6TE,552262,107476,Stagnosols,30,Mill Ditch,930.0,Wealden,0.1614690310814975,50.84677428477619,BN26 6,BN26
TW12 1AS,513355,171788,Unsurveyed/Urban,20,Longford River,1120.0,Richmond upon Thames,-0.3706946534888105,51.433762475575875,TW12 1,TW12
PO15 7GZ,452532,109905,Planosols,20,River Hamble,620.0,Winchester,-1.2545695920664668,50.886252600383436,PO15 7,PO15
SW2 1FG,530563,174473,Unsurveyed/Urban,30,River Thames,4550.0,Lambeth,-0.12228868407539015,51.45419162102691,SW2 1,SW2
BS8 4BF,357092,173127,Unsurveyed/Urban,70,Unknown,960.0,"Bristol, City of",-2.618931557647373,51.45548621727066,BS8 4,BS8
TQ14 8DS,294116,72952,Unsurveyed/Urban,10,Brimley Brook,530.0,Teignbridge,-3.4958062923644255,50.54671440497508,TQ14 8,TQ14
PO14 3BL,455519,105911,Unsurveyed/Urban,30,River Meon,1650.0,Fareham,-1.2127151671305023,50.85006142763134,PO14 3,PO14
HA4 7QU,508435,188008,Unsurveyed/Urban,50,Yeading Brook,3010.0,Hillingdon,-0.43646148088738684,51.580511628288676,HA4 7,HA4
ME15 7HR,577811,153751,Unsurveyed/Urban,70,River Len,1470.0,Maidstone,0.546742940680065,51.255197428698224,ME15 7,ME15
PO12 2TW,458790,99411,Unsurveyed/Urban,10,River Alver,660.0,Gosport,-1.167295135615291,50.79129370092101,PO12 2,PO12
CR9 2RQ,532904,165801,Unsurveyed/Urban,60,River Wandle,3530.0,Croydon,-0.09186414748980762,51.375715675785834,CR9 2,CR9
SM6 0ZE,528806,163607,Unsurveyed/Urban,60,Unknown,1450.0,Sutton,-0.15150366213196495,51.356941865995715,SM6 0,SM6
SN10 2RW,402338,162951,Luvisols,130,Kennet and Avon Canal,4210.0,Wiltshire,-1.9678048581466996,51.36561824256701,SN10 2,SN10
SL4 1WB,496593,176716,Unsurveyed/Urban,30,Bourne Ditch,1020.0,Windsor and Maidenhead,-0.6104012973068589,51.48116202902306,SL4 1,SL4
TW3 3DP,513939,175863,Unsurveyed/Urban,20,River Crane,2230.0,Hounslow,-0.3609859842304068,51.47027098164096,TW3 3,TW3
SO32 2RF,457262,116145,Stagnosols,40,Ford Lake,540.0,Winchester,-1.1863568499015285,50.94191078149078,SO32 2,SO32
CR4 3SH,527048,169767,Unsurveyed/Urban,20,Unknown,470.0,Merton,-0.17453626486944987,51.41269775356664,CR4 3,CR4
BN1 1EF,531266,104109,Unsurveyed/Urban,10,River Adur,7800.0,Brighton and Hove,-0.13779619920247746,50.82165351846383,BN1 1,BN1
BA22 8YR,352410,116810,Leptosols,80,Ball's Water,1350.0,South Somerset,-2.6788242301742757,50.94874884122634,BA22 8,BA22
GU14 6RJ,487476,154889,Unsurveyed/Urban,70,Blackwater River,900.0,Rushmoor,-0.7470243958874973,51.286430278740106,GU14 6,GU14
BN1 5PF,530401,105619,Unsurveyed/Urban,60,River Adur,6990.0,Brighton and Hove,-0.14953311001505656,50.835420379841636,BN1 5,BN1
SO19 6GZ,447478,112404,Unsurveyed/Urban,50,River Itchen,2200.0,Southampton,-1.3260881427380473,50.909159529952575,SO19 6,SO19
CT13 0JG,630981,154303,Cambisols,10,North Stream,2150.0,Dover,1.3078482379661949,51.24111501003853,CT13 0,CT13
CR0 7BW,535254,167119,Unsurveyed/Urban,50,Unknown,1550.0,Croydon,-0.05761932499570014,51.387005400931024,CR0 7,CR0
EX10 0JX,309560,92480,Arenosols,60,River Otter,530.0,East Devon,-3.282663426977128,50.724877932167814,EX10 0,EX10
KT3 9JN,521468,168157,Unsurveyed/Urban,20,Hogsmill River,2000.0,Kingston upon Thames,-0.2552823093935837,51.39944966759145,KT3 9,KT3
KT1 1SH,518081,169512,Unsurveyed/Urban,10,River Thames,420.0,Kingston upon Thames,-0.30349668428362087,51.41234238374206,KT1 1,KT1
BS16 1TP,362039,175823,Unsurveyed/Urban,30,River Frome,410.0,"Bristol, City of",-2.5480275268461,51.480080576804795,BS16 1,BS16
ME10 4RF,590400,162300,Unsurveyed/Urban,40,Milton Creek,3540.0,Swale,0.7314927060906613,51.32791978807087,ME10 4,ME10
PL15 9ZX,231780,83565,Cambisols,140,Lowley Brook,970.0,Cornwall,-4.379764659969509,50.627454587360816,PL15 9,PL15
RG21 7TD,463316,152147,Unsurveyed/Urban,80,River Loddon,210.0,Basingstoke and Deane,-1.0938958641664533,51.264971453066835,RG21 7,RG21
ME8 8RD,581358,163615,Luvisols,110,Unknown,5480.0,Medway,0.6025259862364462,51.34268470005074,ME8 8,ME8
BS48 2QH,346950,169957,Unsurveyed/Urban,30,Land Yeo,1020.0,North Somerset,-2.7644084942550613,51.42612392222827,BS48 2,BS48
RG10 8AH,479492,178897,Luvisols,60,River Thames,1300.0,Wokingham,-0.8561158744768936,51.50342707065717,RG10 8,RG10
BS9 2NY,355100,177300,Unsurveyed/Urban,40,River Trym,640.0,"Bristol, City of",-2.648130592080234,51.492850465317,BS9 2,BS9
KT4 7NR,521725,166592,Unsurveyed/Urban,20,Pyl Brook,1770.0,Kingston upon Thames,-0.25212588015785514,51.38532928752073,KT4 7,KT4
SE22 8BS,533466,175636,Unsurveyed/Urban,20,River Thames,5510.0,Southwark,-0.08009422641262134,51.463966636143006,SE22 8,SE22
RG42 9JR,485581,169271,Unsurveyed/Urban,60,The Cut,240.0,Bracknell Forest,-0.7707364659847732,51.41600662566079,RG42 9,RG42
PO15 6XQ,455332,107144,Unsurveyed/Urban,40,River Meon,800.0,Fareham,-1.2151852648149466,50.861165972750534,PO15 6,PO15
SP6 1HY,414938,114438,Luvisols,30,River Avon,200.0,New Forest,-1.7888174863695294,50.92920282466262,SP6 1,SP6
DA1 3HH,552207,174467,Unsurveyed/Urban,20,River Cray,840.0,Dartford,0.18898878605138814,51.4487380904255,DA1 3,DA1
BS28 4AJ,343266,147668,Luvisols,30,North Drain,660.0,Sedgemoor,-2.813833896436731,51.2253699428634,BS28 4,BS28
RG10 0JA,483408,176382,Planosols,40,Twyford Brook,570.0,Windsor and Maidenhead,-0.8003028099132748,51.48025490806952,RG10 0,RG10
PO4 0YP,464343,100366,Unsurveyed/Urban,10,Unknown,1930.0,Portsmouth,-1.0883561581431,50.799291778522374,PO4 0,PO4
KT3 3BE,521200,168700,Unsurveyed/Urban,20,Beverley Brook,990.0,Kingston upon Thames,-0.2589475961323058,51.404387124856925,KT3 3,KT3
TN13 1LA,553066,154556,Unsurveyed/Urban,150,River Darent,2050.0,Sevenoaks,0.19277909887422462,51.26960511349423,TN13 1,TN13
RH13 0QR,513198,130641,Planosols,30,Parson's Brook,710.0,Horsham,-0.385952193974159,51.06395421518936,RH13 0,RH13
ME1 3SW,573249,161541,Cambisols,40,Unknown,1210.0,Tonbridge and Malling,0.4852104323291233,51.32658086146474,ME1 3,ME1
OX33 1WX,459787,205695,Leptosols,80,Holton Brook,1750.0,South Oxfordshire,-1.1354084895193046,51.74677196651831,OX33 1,OX33
BS5 0LU,360682,174178,Unsurveyed/Urban,10,River Frome,1730.0,"Bristol, City of",-2.5673836226869073,51.465197297539795,BS5 0,BS5
PO21 3AL,491512,98762,Unsurveyed/Urban,10,Aldingbourne Rife,3090.0,Arun,-0.7033233565131605,50.78122330945516,PO21 3,PO21
GU1 1DS,499500,150800,Unsurveyed/Urban,30,River Wey,1160.0,Guildford,-0.5757967444049809,51.24770292446554,GU1 1,GU1
KT24 6RJ,509596,152687,Luvisols,90,Tilling Bourne,2200.0,Guildford,-0.43062435646106006,51.26281560266551,KT24 6,KT24
