postcode,easting,northing,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,postcodeDistrict,Unnamed: 0,catsPerHousehold,dogsPerHousehold,pre_1900,1900_1929,1930_1945,1945_1964,1965_1982,1983_1999,2000_present,unknown,latitude,longitude,medianPrice,historicallyFlooded
EX17 5LH,275049,104819,Stagnosols,90.0,Knighty Brook,0.0,Mid Devon,EX17,776.0,1.012963922,1.161688322,0.3168918257972922,0.0300919491043021,0.037153914944091,0.1163426940552493,0.1971607502686798,0.1632817090101785,0.134100983090128,0.0049761737300787,50.82938132887579,-3.7755749394021487,486954.5,0
BA3 3UG,367893,154490,Arenosols,0.0,River Somer,440.0,Bath and North East Somerset,BA3,132.0,0.539025834,0.618166159,0.2648312876841303,0.0754198749860994,0.0531182204269028,0.1393471293552778,0.2096754883327112,0.1268043505868625,0.1060187506937865,0.0247848979342291,51.288631946511394,-2.4617979292065733,486954.5,0
BS20 7AT,347429,176572,,10.0,,470.0,North Somerset,BS20,260.0,0.560782723,0.643117416,0.1100846732826928,0.0630732615977742,0.0348033733211335,0.1864969894393466,0.2352693203860655,0.1313338321733093,0.2226365631921541,0.0163019866075237,51.48564242399458,-2.758505117400852,486954.5,0
KT15 3JB,505266,162861,Luvisols,20.0,,1050.0,,KT15,1188.0,0.210841348,0.24179729,0.0904624490231359,0.0590054789621796,0.1931837144685847,0.2495070182993989,0.1350996324250539,0.1599315936735254,0.1016502309018919,0.0111598822462294,51.35508117919886,-0.4896603172713668,486954.5,0
DA6 8BA,548500,175300,Unsurveyed/Urban,50.0,River Shuttle,1580.0,,DA6,523.0,0.179343636,0.205675053,0.1851425225957309,0.1014355595530431,0.3342356230218417,0.1789295822800382,0.0919774520809804,0.0494131419128061,0.0442451723696536,0.0146209461859058,51.45720624413321,0.1360318256705967,486954.5,0
BN20 0EF,555343,98209,,110.0,,4180.0,Wealden,BN20,225.0,0.713207785,0.817921682,0.1892362368017012,0.1520489407755467,0.0993948230771531,0.204411506117293,0.2248128843141384,0.0738911149269032,0.043201477728245,0.0130030162590191,50.76268367997783,0.20128179083553008,486954.5,0
TN24 8ZA,601227,143045,Unsurveyed/Urban,50.0,Great Stour,640.0,,TN24,2521.0,0.3101333,0.355667389,0.1911177567854704,0.078216699338784,0.0512839633963431,0.1245817157637056,0.2660125399566774,0.1499741057610513,0.1186575862253705,0.0201556327725973,51.15127592062265,0.8758810239504051,486954.5,0
SN15 3AL,392491,172748,Leptosols,60.0,River Avon,0.0,Wiltshire,SN15,2309.0,1.309775736,1.50207835,0.1983239291589648,0.0298963080407562,0.0574074958328999,0.1805007520862239,0.151929482543714,0.2222477131984286,0.154245383243537,0.0054489358954752,51.45366198994716,-2.1094572257348276,486954.5,0
SM1 2HR,524919,164529,Unsurveyed/Urban,0.0,,0.0,,SM1,2283.0,0.201136083,0.230667089,0.1428541774972826,0.1783996871456989,0.1262757099734224,0.0569345968723828,0.2142208134361157,0.0964079407129082,0.173176250022964,0.0117308243392251,51.36609527157379,-0.2069745495349214,486954.5,0
BA4 5LG,362026,143686,,0.0,River Sheppey,0.0,Mendip,BA4,133.0,0.91984185,1.054893971,0.2825495556535652,0.0335679561991111,0.0398163330595238,0.104716611304434,0.1627555351589815,0.1771030880210768,0.1572200680590758,0.0422708525442315,51.191126051089554,-2.5447774604453954,486954.5,0
EX20 4HU,252549,91441,Cambisols,0.0,,1050.0,West Devon,EX20,780.0,1.012882828,1.161595322,0.406033428329885,0.0472238332261827,0.034580757358483,0.0712342489464538,0.1194134607349923,0.1308329485525276,0.1822284520391318,0.0084528708123434,50.70386099065955,-4.089482267040298,486954.5,0
TN21 8AN,558399,120720,Luvisols,0.0,Waldron Gill,0.0,Wealden,TN21,2518.0,0.868260365,0.99573924,0.2135385698895131,0.0903225189793078,0.0587880105766209,0.1305670762430332,0.194344990025779,0.1883313092407197,0.0980101042868205,0.0260974207582054,50.96413107596993,0.2543149876749163,486954.5,0
DA15 8UB,546143,172855,,30.0,Wyncham Stream,870.0,Bexley,DA15,515.0,0.168704257,0.193473589,0.0713238822712505,0.0623908610626606,0.4685777377004471,0.0669237380476659,0.1648924151554233,0.0978216839961279,0.054835560306461,0.0132341214599633,51.435849559220614,0.10112243068172203,486954.5,0
BN3 1WE,529752,105134,Unsurveyed/Urban,30.0,,0.0,,BN3,233.0,0.251871085,0.288851055,0.3825143846656721,0.1209374770847395,0.1478199644546077,0.1236015740252155,0.1457403284897892,0.0343961489427273,0.0348421327068108,0.0101479896304375,50.831207003605726,-0.1589160493544955,486954.5,0
PO22 7DW,495033,99573,Unsurveyed/Urban,0.0,Aldingbourne Rife,0.0,Arun,PO22,2010.0,0.261585719,0.299992002,0.0512589121470728,0.0666218888479411,0.1444617641980892,0.1726788690407913,0.2993125305986305,0.1362204813546721,0.1070371289673132,0.0224084248454894,50.787948597389224,-0.6531850598053041,486954.5,0
PO19 2XQ,487551,104560,,10.0,River Lavant,1810.0,Chichester,PO19,2006.0,0.229863698,0.263612521,0.1537832067600443,0.0761688956371526,0.0789345394812491,0.1133791585970647,0.1799014080212147,0.1646075316284436,0.2099681963883651,0.0232570634864655,50.833960603175676,-0.7581123006002839,486954.5,0
SO2 7GR,443883,111442,Unsurveyed/Urban,0.0,River Itchen,0.0,Southampton,SO2,,,,,,,,,,,,50.900793168030454,-1.3773321103216203,486954.5,0
BH21 3YU,399096,96984,Podsols,70.0,,1130.0,Dorset,BH21,191.0,0.906240404,1.039295547,0.1643938939937587,0.0457826096776067,0.0489926349143491,0.1292331028626527,0.3005148569401333,0.2147215617292759,0.063086794534889,0.0332745453473342,50.772437867962914,-2.014186862622284,486954.5,0
PL30 4JL,211335,73554,Histosols,0.0,De Lank River,1850.0,Cornwall,PL30,1984.0,0.725609768,0.832144536,0.3826151501078951,0.0587494909869328,0.0326870490764153,0.0587646540042664,0.1539605987081104,0.1625421503416325,0.1385335866213933,0.0121473201533539,50.53126453318132,-4.6634328907517615,486954.5,0
BH1 9HH,409722,92041,Unsurveyed/Urban,40.0,,1960.0,,BH1,178.0,0.222037787,0.254637602,0.3799442913594394,0.0861054251412266,0.0662507571013077,0.0332213514520574,0.0788298097261119,0.150605124394084,0.1889138369575105,0.0161294038682621,50.72790878459806,-1.8636232749384183,486954.5,0
RG23 8ET,460672,152034,Unsurveyed/Urban,0.0,River Loddon,2850.0,Basingstoke and Deane,RG23,2052.0,0.23418401,0.268567146,0.0549324063945867,0.0238699205838549,0.02852348249194,0.1262160186973152,0.6191818156908345,0.07628424251812,0.0629716846220087,0.0080204290013395,51.264242544626754,-1.1318058536491065,486954.5,0
PO19 4HW,487355,105467,Unsurveyed/Urban,0.0,River Lavant,1740.0,Chichester,PO19,2006.0,0.229863698,0.263612521,0.1537832067600443,0.0761688956371526,0.0789345394812491,0.1133791585970647,0.1799014080212147,0.1646075316284436,0.2099681963883651,0.0232570634864655,50.842144457810804,-0.7606789358153035,486954.5,0
SO30 0WF,448725,114221,,30.0,,0.0,Eastleigh,SO30,2332.0,0.38422303,0.440635048,0.0249020915596781,0.0385065930045543,0.0353344032383077,0.1655748576538032,0.2653570289025919,0.3484951414149392,0.1083856430145373,0.0134442412115879,50.92539379412201,-1.3081111810633856,486954.5,0
SE27 0JX,531800,172100,Unsurveyed/Urban,0.0,,5060.0,Lambeth,SE27,2226.0,0.098682379,0.113171027,0.436995902115964,0.0891781263088782,0.0641007706395972,0.1387189994198821,0.1436469324659764,0.0554369295513093,0.0597626798890278,0.0121596596093646,51.43258000649985,-0.10537863521832706,486954.5,0
OX9 8PF,457300,195900,Luvisols,50.0,,0.0,,OX9,1814.0,0.576829207,0.661519861,0.2034463788766807,0.0532510469822961,0.0361404820331437,0.1705957275985523,0.3065890724615339,0.1377602557962535,0.072292716588694,0.0199243196628455,51.658972205172816,-1.173034146841722,486954.5,0
TW3 1DU,514461,175819,,20.0,,0.0,Hounslow,TW3,2628.0,0.122599078,0.1405992,0.115055183537265,0.1965272740429863,0.1173662879856991,0.0321426500679636,0.0599687774935348,0.1180930629089647,0.3587437820415253,0.0021029819220609,51.469770276666516,-0.35348819613623117,486954.5,0
PL2 2EU,245842,57289,Unsurveyed/Urban,0.0,Ham Brook,0.0,Plymouth,PL2,1972.0,0.246611556,0.282819317,0.1712924737317734,0.2663253457068867,0.151288540501337,0.2004900833844617,0.0736782808770523,0.052407121852606,0.0815146314770687,0.0030035224688139,50.39521560135005,-4.170248343910875,486954.5,0
GU51 1AN,479885,155364,Podsols,70.0,,840.0,Hart,GU51,960.0,0.501156398,0.574736693,0.0337019857818095,0.1126346115859348,0.0474281127582521,0.1552649744885219,0.2327145682954146,0.1968720092670341,0.214499153286704,0.0068845845363287,51.29181432610964,-0.8557449037822016,486954.5,0
TR1 1WJ,182961,43918,Cambisols,10.0,Truro River,0.0,Cornwall,TR1,2559.0,1.002348706,1.149514569,0.276684870718573,0.0273391922635733,0.0709631895622333,0.1496505263169253,0.1781005983830635,0.1409014494958585,0.1519086102809001,0.0044515629788728,50.255281509089066,-5.046106871808876,486954.5,0
TN9 9NH,559913,145919,Unsurveyed/Urban,0.0,Botany Stream,0.0,Tonbridge and Malling,TN9,2544.0,0.227920445,0.261383958,0.1957713209272154,0.0846426018599394,0.2291389053290961,0.1092867202673512,0.1051827403567972,0.1141068802045727,0.1496444704628501,0.0122263605921777,51.19012577962315,0.28699567360558104,486954.5,0
SO50 7BW,449519,118631,,0.0,,620.0,Eastleigh,SO50,2340.0,0.527765805,0.605252921,0.0536789843414966,0.1244859655323927,0.0765473450511869,0.1087893275931278,0.3722308383544808,0.1173954666649775,0.1394319724066107,0.0074401000557266,50.96497948889593,-1.2962167722922846,486954.5,0
GU17 7WS,482300,160800,Unsurveyed/Urban,0.0,,360.0,Hart,GU17,935.0,0.456726908,0.523784021,0.0477707723307772,0.0402260802653448,0.0206080865627963,0.2465154385988472,0.4177736371003976,0.1634566780538351,0.0512556801644933,0.0123936269235082,51.34033967448223,-0.8198658245525158,486954.5,0
RH2 0ES,526314,151212,Unsurveyed/Urban,110.0,,0.0,Reigate and Banstead,RH2,2082.0,0.569158036,0.652722401,0.219249316775353,0.1225238992022705,0.0948147782468984,0.1624984690772135,0.1534628285542136,0.1102142432401673,0.0905581992671963,0.046678265636687,51.24610355818921,-0.19165717061596918,486954.5,0
TQ2 7JU,289420,66123,Unsurveyed/Urban,50.0,,720.0,Torbay,TQ2,2551.0,0.656013591,0.752330178,0.2782081377755499,0.0549982905120747,0.0955999617450803,0.1453813467346539,0.1660443651842005,0.1216533469049747,0.1289745631536728,0.009139987989793,50.48445392343034,-3.5600345414419077,486954.5,0
ME13 9HY,604737,160779,Luvisols,20.0,,690.0,Swale,ME13,1509.0,0.546781282,0.627060269,0.4029079099410222,0.0509948273444853,0.0380167499492074,0.1298140832678249,0.1436049511326524,0.1184149878849974,0.0914407878283952,0.0248057026514148,51.30928526508964,0.9361240773907674,486954.5,0
SN11 8NL,400143,171140,,70.0,,1100.0,Wiltshire,SN11,2292.0,0.532090948,0.610213085,0.1747509569305398,0.030062958679133,0.0476776873517874,0.1601991164415492,0.1742424419378744,0.2082935190334886,0.1955682711685636,0.0092050484570638,51.439254919711104,-1.999333086911374,486954.5,0
SP11 9QY,426777,150993,Luvisols,130.0,,6680.0,Wiltshire,SP11,2346.0,0.413990929,0.474773501,0.1897705761689611,0.0614140296059519,0.0429702551874512,0.1394064335668314,0.1946647982880574,0.1502937394358884,0.1961165679382254,0.0253635998086329,51.25747574111995,-1.617662829092887,486954.5,0
RG12 8GF,485193,167323,,0.0,,0.0,,RG12,2043.0,0.244585074,0.280495305,0.0319528931446908,0.0121523064490536,0.0123981400056177,0.2445458110573393,0.3349395740210024,0.2073591034867175,0.145131391929596,0.0115207799059823,51.398553331413204,-0.7767818070721323,486954.5,0
SO4 0SF,428800,92200,Luvisols,10.0,Danes Stream,0.0,New Forest,SO4,,,,,,,,,,,,50.72870980277232,-1.5933173547589825,486954.5,0
BA12 7PF,381304,145836,Cambisols,130.0,,800.0,Wiltshire,BA12,123.0,0.839206404,0.962419547,0.3005047363141219,0.0292946066308487,0.0442715209470771,0.1478969087027853,0.2065738829589693,0.1771345727983489,0.0876740188566173,0.0066497527912312,51.211418267639836,-2.269033012778158,486954.5,0
BN21 2SB,559694,100536,,50.0,,0.0,,BN21,226.0,0.223086095,0.255839823,0.3889483667683823,0.1287845488218411,0.0286050778587647,0.1119642423169584,0.1390480402645078,0.0997378565192615,0.0754009226241937,0.0275109448260899,50.782412946335285,0.263934553564598,486954.5,0
RG41 4DZ,479611,167102,,70.0,,750.0,Wokingham,RG41,2063.0,0.529273587,0.606982077,0.0586760377678061,0.0658780110940363,0.0325978867789795,0.2347899045104684,0.2440598327393738,0.1986212285129299,0.1482016733829776,0.0171754252134281,51.39737629362484,-0.8570520518437462,486954.5,0
RG41 3HS,479565,169295,Unsurveyed/Urban,0.0,,540.0,,RG41,2063.0,0.529273587,0.606982077,0.0586760377678061,0.0658780110940363,0.0325978867789795,0.2347899045104684,0.2440598327393738,0.1986212285129299,0.1482016733829776,0.0171754252134281,51.417097408206885,-0.8572218682406204,486954.5,0
SE6 9EH,537721,172900,,0.0,,1680.0,,SE6,2231.0,0.093062394,0.10672591,0.3014773581567396,0.3038829605472284,0.1506201683748317,0.0552312869931099,0.0459675927168031,0.0466793278860091,0.0704712976603717,0.0256700076649062,51.43836204962834,-0.01994458683322134,486954.5,0
DT4 7EY,368106,79730,Unsurveyed/Urban,10.0,,600.0,,DT4,639.0,0.449549908,0.515553286,0.3608741129460552,0.0691640249628343,0.0986497050513563,0.113623161755429,0.1057593614326951,0.1220932747848793,0.1037865986685831,0.0260497603981674,50.61640011700033,-2.452169317042339,486954.5,0
SN11 8FW,400432,171739,Luvisols,80.0,,0.0,,SN11,2292.0,0.532090948,0.610213085,0.1747509569305398,0.030062958679133,0.0476776873517874,0.1601991164415492,0.1742424419378744,0.2082935190334886,0.1955682711685636,0.0092050484570638,51.444640771985014,-1.9951746971113111,486954.5,0
BA2 6YJ,376263,165296,,0.0,,2760.0,Bath and North East Somerset,BA2,128.0,0.573299514,0.657471935,0.3671386607741415,0.0811915683626933,0.0670379917329496,0.154720475682329,0.1428615218283728,0.0852851916793031,0.0824084194208571,0.0193561705193532,51.38620676199356,-2.3424990534244285,486954.5,0
RG20 5QY,452530,158812,Planosols,100.0,,80.0,,RG20,2049.0,1.263278182,1.448753977,0.2524780501259238,0.0795934768408989,0.0329125714908327,0.1538101900463795,0.1648313654710301,0.1312880260625096,0.1416728048757184,0.0434135150867067,51.32599047604375,-1.2474937535968427,486954.5,0
SW19 9JT,524321,170180,,0.0,River Wandle,0.0,Merton,SW19,2410.0,0.308988468,0.354354471,0.264660062189143,0.2123536171880402,0.0610799536312745,0.106396396534114,0.160228825625078,0.1018433386722242,0.0794357783017512,0.0140020278583745,51.417013376583455,-0.21358305896422447,486954.5,0
SL6 1NT,488760,181045,,30.0,White Brook,1410.0,Windsor and Maidenhead,SL6,2279.0,0.428118838,0.490975684,0.1217311523087976,0.0993805497911236,0.0512736585531822,0.1842891003727085,0.2964334803890767,0.0953515276740988,0.1241559033510816,0.0273846275599306,51.52135824980799,-0.7220813654314028,486954.5,0
BA14 4EW,385783,157995,,40.0,River Biss,510.0,Wiltshire,BA14,125.0,0.20826038,0.238837382,0.1680116126927888,0.046180643862032,0.0633714919303482,0.1202408744481996,0.2275408424379026,0.1726454281362602,0.1934838898180081,0.0085252166744601,51.32087914209867,-2.205399834832638,486954.5,0
BH7 7UZ,409725,92040,,0.0,The Bourne,1960.0,"Bournemouth, Christchurch and Poole",BH7,201.0,0.207659745,0.238148562,0.2268000170649949,0.1379980102494368,0.1825223315948522,0.0647265411121967,0.0167663570348249,0.2527648549954032,0.1078879513759825,0.0105339365723086,50.72789974234373,-1.8635807969274336,486954.5,0
SO45 6JJ,442632,107108,Unsurveyed/Urban,0.0,,520.0,New Forest,SO45,2339.0,0.511342995,0.586418897,0.0359135952894891,0.0456590588557036,0.0284625402842271,0.2538677262758231,0.3205180469252027,0.2209569619492083,0.0733179262282264,0.0213041441921192,50.861915666752985,-1.3956250560443602,486954.5,0
SL5 9FT,493767,167833,Podsols,0.0,,0.0,Windsor and Maidenhead,SL5,2278.0,0.415718957,0.476755239,0.1607354472639593,0.0699950827563735,0.0314174278598964,0.2417381853665069,0.1823036672037497,0.113785532588605,0.1609871716535046,0.0390374853074043,51.40178714571176,-0.6534350791432678,486954.5,0
KT20 5RE,523291,155971,Unsurveyed/Urban,0.0,,0.0,Reigate and Banstead,KT20,1194.0,0.282963774,0.324508805,0.0697274556250051,0.1475739014588556,0.1447839765286163,0.1412804727505605,0.1583844392306215,0.1914106051585301,0.0924100687195384,0.0544290805282721,51.289536123247274,-0.2333065025883205,486954.5,0
SW12 0BW,529064,173831,Unsurveyed/Urban,30.0,River Thames,3760.0,,SW12,2403.0,0.154953086,0.177703457,0.569338867463309,0.0970842262430252,0.0616532299772761,0.0755042356201705,0.0510495924232011,0.0522856332297954,0.0885834709244892,0.0045007441187332,51.44876545918395,-0.14408449949786925,486954.5,0
BN1 2WD,531040,104624,Unsurveyed/Urban,0.0,,7560.0,Brighton and Hove,BN1,214.0,0.393678702,0.451479012,0.4133781699105935,0.067869146497792,0.094435578216796,0.1207046072234547,0.0878514381613901,0.0896130620380274,0.1029660542004174,0.0231819437515286,50.82633336363249,-0.14081904804802858,486954.5,0
KT5 9XT,518842,168682,Unsurveyed/Urban,0.0,,260.0,,KT5,1201.0,0.154279654,0.17693115,0.1401257683901563,0.1507473513083677,0.3889379803537626,0.0606814876609153,0.1498342850749249,0.071897828273152,0.0352742708618079,0.0025010280769129,51.40472383797479,-0.29283727336826804,486954.5,0
PO19 9NB,485922,104179,Unsurveyed/Urban,10.0,,620.0,Chichester,PO19,2006.0,0.229863698,0.263612521,0.1537832067600443,0.0761688956371526,0.0789345394812491,0.1133791585970647,0.1799014080212147,0.1646075316284436,0.2099681963883651,0.0232570634864655,50.83077904589571,-0.781328255352065,486954.5,0
BA2 2DN,374144,163639,,0.0,River Avon,1350.0,,BA2,128.0,0.573299514,0.657471935,0.3671386607741415,0.0811915683626933,0.0670379917329496,0.154720475682329,0.1428615218283728,0.0852851916793031,0.0824084194208571,0.0193561705193532,51.37121489476791,-2.3728281557227966,486954.5,0
SM7 1DQ,524365,158973,,170.0,,0.0,Reigate and Banstead,SM7,2289.0,0.345421591,0.396136743,0.0153265077591153,0.0746173187296098,0.324086137401239,0.2218447840631692,0.1351135729094423,0.1167452823827114,0.1074587431518672,0.0048076536028455,51.31628303976824,-0.2168672625650169,486954.5,0
PO7 8XQ,467346,110204,Stagnosols,40.0,,930.0,,PO7,2027.0,0.322630386,0.369999309,0.0487276561215573,0.052043822817427,0.0650807969333066,0.3337773264346735,0.1905179940451339,0.196274226312149,0.1083771357583952,0.0052010415773572,50.887406857895215,-1.0439448564655314,486954.5,0
CT6 8DJ,615876,168074,Unsurveyed/Urban,10.0,,1550.0,Canterbury,CT6,469.0,0.682559694,0.782773807,0.1580979898085142,0.0954153648444562,0.1004708622218079,0.1856859545364608,0.1730364540303254,0.13145626731184,0.1492332202473556,0.0066038869992395,51.37067120322044,1.1001182048803466,486954.5,0
KT14 9BQ,506041,161877,Unsurveyed/Urban,0.0,,710.0,Elmbridge,KT14,1187.0,0.207817227,0.238329165,0.0396288751880634,0.0952381123033206,0.1189507141126713,0.2750050918928666,0.1992385264612272,0.136284005100369,0.1159361933900468,0.0197184815514348,51.346092517244024,-0.47882763461511224,486954.5,0
SN6 6EZ,409247,193573,,90.0,River Key,1230.0,,SN6,2317.0,0.683930221,0.784345556,0.1680614764808901,0.0390887887011189,0.0442911327237065,0.1728545054185314,0.3376920336387303,0.1190612737678581,0.1138353820015535,0.0051154072676109,51.64088488802561,-1.8677716317697166,486954.5,0
SW4 6DY,529448,175902,,0.0,,2850.0,Lambeth,SW4,2422.0,0.168513084,0.193254347,0.494626739741746,0.0403006204993124,0.0711697507874777,0.1198968174370655,0.0700485109247569,0.0386930417467064,0.140128046519618,0.0251364723433168,51.46728950887726,-0.13780430131351373,486954.5,0
TW1 2PY,517487,174436,Gleysols,10.0,River Thames,0.0,Richmond upon Thames,TW1,2615.0,0.254566884,0.291942654,0.1633639719075219,0.3274836912960837,0.1782913235956496,0.0391084313824185,0.1166450012667638,0.0914200084552904,0.0698842160616499,0.0138033560346219,51.45672086681772,-0.31040188172762956,486954.5,0
TN22 1DP,547207,122054,,0.0,,1110.0,Wealden,TN22,2519.0,0.672217812,0.770913519,0.1747644660311683,0.0581334808035981,0.0383940787231971,0.0873372550725993,0.2780876868555808,0.2488643147854155,0.0820152560121838,0.0324034617162568,50.97908482488976,0.09559261446915811,486954.5,0
SO53 4RA,442664,120314,Arenosols,30.0,,40.0,,SO53,2343.0,0.503682782,0.577634003,0.0077021118687724,0.0436345856725003,0.0545219545850407,0.2206911140436475,0.3826133943788175,0.1989550354522549,0.0857548743327238,0.0061269296662427,50.98065976492105,-1.3936295725665335,486954.5,0
BR7 5SX,540421,169620,Unsurveyed/Urban,70.0,Ravens Bourne,0.0,,BR7,250.0,0.150267848,0.172330328,0.1875181912114387,0.0495869175012141,0.1771542139845146,0.2166219309807374,0.1638545659099802,0.0722851744171545,0.1023024804693332,0.030676525525627,51.408225735461414,0.0175771277946659,486954.5,0
SM4 5JW,525968,168223,Unsurveyed/Urban,20.0,River Wandle,0.0,Merton,SM4,2286.0,0.193064935,0.221410926,0.030540190024546,0.1108183880745902,0.6657095872288125,0.0800912462246297,0.0324841576155684,0.0293920702795422,0.0489788329030586,0.0019855276492521,51.39906237489349,-0.19060527475324804,486954.5,0
CT4 5HP,619216,153064,,0.0,Nail Bourne,5940.0,Canterbury,CT4,467.0,0.53402333,0.612429182,0.2809332193647917,0.0563321817129782,0.068094363747007,0.1696805696570802,0.1919944077112509,0.0970621913652026,0.0846421456779251,0.0512609207637639,51.23462953798275,1.1388135841481994,486954.5,0
BS49 4ER,342817,165333,,10.0,,1500.0,North Somerset,BS49,283.0,0.468234809,0.536981523,0.1278873751880748,0.0415903728312599,0.0619452275856041,0.1885773800880045,0.3674595832781762,0.1324380354461245,0.0672887878738709,0.0128132377088848,51.38414821358831,-2.823100156911902,486954.5,0
RG29 1BE,473017,151400,Planosols,0.0,River Whitewater,0.0,Hart,RG29,2058.0,0.433554967,0.497209951,0.1890424768789127,0.0460431261336385,0.0804056899758896,0.151077535081141,0.2199257562168376,0.1513575930847087,0.1183542422285635,0.0437935804003081,51.25709744105812,-0.9550298948890342,486954.5,0
BN16 4LH,506762,104906,Gleysols,0.0,,870.0,Arun,BN16,221.0,0.623293673,0.714806288,0.0276420798256557,0.0351985681990142,0.1387721065933926,0.2217326510273485,0.2525705709328981,0.2028085920049127,0.106374306233811,0.0149011251829669,50.83385003290689,-0.48530092510634043,486954.5,0
KT17 4ED,521657,160859,,60.0,,1630.0,,KT17,1190.0,0.427542713,0.490314972,0.0837965784921707,0.1214348538816654,0.2317710409686733,0.1376176206747767,0.1763060725017772,0.1215931687524796,0.1140550122080478,0.0134256525204091,51.33381850040278,-0.25506170520129184,486954.5,0
PL4 9QY,249929,54294,Unsurveyed/Urban,10.0,River Plym,250.0,,PL4,1990.0,0.164096101,0.188188859,0.4927749962989284,0.1635240211716728,0.0764434867853432,0.0421345813111391,0.0349792129763385,0.0557152324423717,0.1250672894684616,0.0093611795457444,50.369357633047855,-4.111593155867366,486954.5,0
BH8 9HH,410847,93874,Unsurveyed/Urban,30.0,River Stour,0.0,"Bournemouth, Christchurch and Poole",BH8,202.0,0.2365306,0.271258264,0.1875799980215131,0.1768484272842359,0.0646807141193959,0.1113854855953968,0.186238787207652,0.124594932137977,0.1367028433514833,0.0119688122823457,50.74437255195401,-1.8476308780821016,486954.5,0
RG30 4YW,468455,173894,,0.0,River Thames,0.0,,RG30,2059.0,0.20329963,0.23314829,0.1574848811375089,0.1003643652036955,0.0786636027332062,0.2026430097541821,0.2172443434543595,0.077557260671667,0.1537723643393984,0.0122701727059821,51.45989170938058,-1.0160717801380008,486954.5,0
GU17 7NF,480989,160166,Unsurveyed/Urban,0.0,,1830.0,Hart,GU17,935.0,0.456726908,0.523784021,0.0477707723307772,0.0402260802653448,0.0206080865627963,0.2465154385988472,0.4177736371003976,0.1634566780538351,0.0512556801644933,0.0123936269235082,51.33482812842685,-0.8388267013468798,486954.5,0
SM1 9HB,525907,163866,,60.0,Pyl Brook,4120.0,Sutton,SM1,2283.0,0.201136083,0.230667089,0.1428541774972826,0.1783996871456989,0.1262757099734224,0.0569345968723828,0.2142208134361157,0.0964079407129082,0.173176250022964,0.0117308243392251,51.35991880094642,-0.19302439016956285,486954.5,0
PO13 9QU,455657,101294,Unsurveyed/Urban,10.0,River Alver,0.0,Gosport,PO13,2000.0,0.330857947,0.37943485,0.0181810857221165,0.0319703891368777,0.071519185518261,0.3263415754008577,0.2703933670136819,0.139789215072784,0.1368243259866048,0.0049808561488162,50.808533751729726,-1.211454567799101,486954.5,0
RG16 9RY,451048,173861,Planosols,120.0,,2240.0,West Berkshire,RG16,,,,,,,,,,,,51.46142907403091,-1.2666015121428078,486954.5,0
TW16 5BS,510520,170184,Unsurveyed/Urban,0.0,Portlane Brook,540.0,Spelthorne,TW16,2622.0,0.437642933,0.501898117,0.0485951132131141,0.0832689736855068,0.149041656060404,0.3335762521515147,0.1850471450356585,0.1005695584003557,0.0871671410092614,0.0127341604441844,51.419905052458674,-0.41196101949013053,486954.5,0
EX9 7HE,308200,85200,Cambisols,0.0,,0.0,East Devon,EX9,821.0,0.574678391,0.65905326,0.2041339863041601,0.1609755525249609,0.0968657931572143,0.1277479258179681,0.2156636350460845,0.0967538853099892,0.0825948692340228,0.0152643526055999,50.65921431286403,-3.300114794326571,486954.5,0
DA11 9ET,562432,174118,,30.0,River Thames,1230.0,Gravesham,DA11,511.0,0.362354515,0.415555775,0.1855772100213994,0.1549994983378158,0.1137460954234187,0.1725611514337922,0.1406518936745828,0.1079806892271256,0.1102000724256723,0.0142833894561928,51.442764579446255,0.335847319599332,486954.5,0
TQ10 9DD,270282,59667,Cambisols,0.0,,700.0,South Hams,TQ10,2546.0,0.746514823,0.856118894,0.3775592705964244,0.0385218681311094,0.0281739880432988,0.1470445678172746,0.1910589516873279,0.1374043731405646,0.0769134320020842,0.0033235485819158,50.42249671539361,-3.8274204365924183,486954.5,0
EX4 7YG,292269,92680,Unsurveyed/Urban,0.0,River Exe,970.0,Exeter,EX4,816.0,0.358391433,0.41101083,0.1781345604401778,0.0938182418190905,0.0727250681933979,0.134409254654084,0.1739546248543501,0.1234864037809699,0.20955317192491,0.0139186743330194,50.723723755502775,-3.5276046882621057,486954.5,0
SE6 9HG,537721,172900,,20.0,,1680.0,,SE6,2231.0,0.093062394,0.10672591,0.3014773581567396,0.3038829605472284,0.1506201683748317,0.0552312869931099,0.0459675927168031,0.0466793278860091,0.0704712976603717,0.0256700076649062,51.43836204962834,-0.01994458683322134,486954.5,0
SW9 8BE,530642,175436,Unsurveyed/Urban,0.0,River Thames,3710.0,,SW9,2427.0,0.052000541,0.059635314,0.2707850960851926,0.0242710811443289,0.0397017735788459,0.1045230524334408,0.2911090441169792,0.0629374658342771,0.1936547476272975,0.0130177391796377,51.4628275958441,-0.12079692887810521,486954.5,0
PO6 2HU,467183,104889,Unsurveyed/Urban,0.0,,0.0,Portsmouth,PO6,2026.0,0.182585756,0.209393183,0.0196686885341279,0.1571737283980127,0.2875828440853101,0.3046455601857843,0.069663103474921,0.1017128651583018,0.0571088035011186,0.0024444066624233,50.83963756264286,-1.0472360627989306,486954.5,0
