postcode,postcodeDistrict,postcodeSector,easting,northing,longitude,latitude,soilType,elevation,nearestWatercourse,distanceToWatercourse,localAuthority,riskLabel,medianPrice,historicallyFlooded
CT17 0RL,CT17,CT17 0,629004,143836,1.2729034922715001,51.14794678020737,Unsurveyed/Urban,40,River Dour,680.0,Dover,1,213100.0,0
CT17 0RW,CT17,CT17 0,628991,143685,1.272621981140457,51.14659640009675,Unsurveyed/Urban,30,River Dour,580.0,Dover,1,313200.0,0
CT17 0SE,CT17,CT17 0,630049,143162,1.2873882893933086,51.141477446486924,Unsurveyed/Urban,40,River Dour,1380.0,Dover,1,242600.0,0
CT17 0SP,CT17,CT17 0,631138,142266,1.302354507961782,51.13299572928929,Unsurveyed/Urban,20,River Dour,230.0,Dover,2,219400.0,0
CT17 0SZ,CT17,CT17 0,631087,142269,1.3016287665503126,51.13304322515167,Unsurveyed/Urban,20,River Dour,200.0,Dover,1,217000.0,0
CT17 0TA,CT17,CT17 0,630973,142386,1.300077159845173,51.13413949801633,Unsurveyed/Urban,20,River Dour,270.0,Dover,3,143700.0,0
CT17 0TE,CT17,CT17 0,630755,142525,1.29705561729388,51.13547513185087,Unsurveyed/Urban,20,River Dour,450.0,Dover,3,240700.0,0
CT17 0TF,CT17,CT17 0,630707,142609,1.2964244650075687,51.13624853579917,Unsurveyed/Urban,20,River Dour,550.0,Dover,4,184900.0,0
CT17 0TS,CT17,CT17 0,631291,142027,1.3043842164131785,51.13078848925497,Unsurveyed/Urban,10,River Dour,350.0,Dover,2,219100.0,0
CT17 0TT,CT17,CT17 0,630870,142427,1.2986337741552854,51.13454905958601,Unsurveyed/Urban,20,River Dour,320.0,Dover,3,79800.0,0
CT17 0TW,CT17,CT17 0,629501,143561,1.2798219553234538,51.14527913553509,Unsurveyed/Urban,50,River Dour,240.0,Dover,3,250900.0,0
CT17 0UA,CT17,CT17 0,629500,142000,1.2788139514130856,51.1312659949895,Leptosols,50,River Dour,1460.0,Dover,1,215000.0,0
CT17 0UF,CT17,CT17 0,629345,142060,1.2766406073656,51.13186667371928,Leptosols,50,River Dour,1610.0,Dover,1,216200.0,0
CT17 0UG,CT17,CT17 0,629226,142168,1.2750113689319125,51.13288382859592,Leptosols,70,River Dour,1730.0,Dover,2,226000.0,0
CT17 0UJ,CT17,CT17 0,630618,142228,1.2949108489975694,51.132864063698314,Unsurveyed/Urban,30,River Dour,350.0,Dover,1,229700.0,0
CT17 0UW,CT17,CT17 0,630974,141724,1.2996674660830614,51.128196248150665,Unsurveyed/Urban,30,River Dour,400.0,Dover,2,235600.0,0
CT17 0WS,CT17,CT17 0,630956,141639,1.2993562480268375,51.12744044519684,Unsurveyed/Urban,40,River Dour,480.0,Dover,2,240000.0,0
CT17 0WU,CT17,CT17 0,630989,141623,1.299816788567144,51.127283515522514,Unsurveyed/Urban,40,River Dour,500.0,Dover,2,246200.0,0
CT17 0WX,CT17,CT17 0,630968,141570,1.2994832648741075,51.12681618931691,Unsurveyed/Urban,50,River Dour,550.0,Dover,1,228400.0,0
CT17 0XF,CT17,CT17 0,629045,143903,1.2735312745050296,51.14853186903603,Unsurveyed/Urban,50,River Dour,700.0,Dover,1,228200.0,0
CT17 9AA,CT17,CT17 9,631727,141583,1.3103194502961915,51.12662659903467,Unsurveyed/Urban,10,River Dour,940.0,Dover,1,205100.0,0
CT17 9AF,CT17,CT17 9,631782,141576,1.3110995731287525,51.126541525889685,Unsurveyed/Urban,10,River Dour,990.0,Dover,2,205900.0,0
CT17 9AN,CT17,CT17 9,630940,141137,1.2988066514842587,51.122940372944974,Unsurveyed/Urban,30,River Dour,980.0,Dover,1,191800.0,0
CT17 9AP,CT17,CT17 9,631703,140968,1.309582130469184,51.12111542503822,Unsurveyed/Urban,10,River Dour,190.0,Dover,1,218000.0,0
CT17 9AQ,CT17,CT17 9,631752,141546,1.3106523268858534,51.12628434357857,Unsurveyed/Urban,10,River Dour,980.0,Dover,1,217500.0,0
CT17 9AR,CT17,CT17 9,631859,141320,1.3120335160798178,51.12421227538362,Unsurveyed/Urban,10,River Dour,1210.0,Dover,3,209500.0,0
CT17 9AW,CT17,CT17 9,632053,141139,1.3146845262572644,51.12250895378357,Unsurveyed/Urban,10,River Dour,1470.0,Dover,1,183900.0,0
CT17 9BB,CT17,CT17 9,631719,141485,1.3101423774516987,51.12575008423585,Unsurveyed/Urban,10,River Dour,990.0,Dover,2,193500.0,0
CT17 9BG,CT17,CT17 9,631653,141410,1.3091526921085914,51.12510347878603,Unsurveyed/Urban,30,River Dour,1000.0,Dover,1,188700.0,0
CT17 9BJ,CT17,CT17 9,631969,141076,1.313445807031459,51.121977392811736,Unsurveyed/Urban,10,River Dour,120.0,Dover,1,192600.0,0
CT17 9BN,CT17,CT17 9,631792,140654,1.3106499652739336,51.11826066724098,Unsurveyed/Urban,0,River Dour,710.0,Dover,1,192000.0,0
CT17 9BP,CT17,CT17 9,632022,141094,1.3142133913260532,51.12211753445009,Unsurveyed/Urban,10,River Dour,1480.0,Dover,1,208900.0,0
CT17 9BQ,CT17,CT17 9,631551,141397,1.3076892781565,51.12502798188004,Unsurveyed/Urban,30,River Dour,940.0,Dover,1,192600.0,0
CT17 9BT,CT17,CT17 9,631990,141047,1.3137267143712805,51.121708563645356,Unsurveyed/Urban,10,River Dour,120.0,Dover,1,183200.0,0
CT17 9BZ,CT17,CT17 9,631821,141122,1.3113642312405656,51.122450191967125,Unsurveyed/Urban,10,River Dour,160.0,Dover,1,193100.0,0
CT17 9DA,CT17,CT17 9,631723,140975,1.3098719082569146,51.12117018220584,Unsurveyed/Urban,10,River Dour,170.0,Dover,2,180900.0,0
CT17 9DE,CT17,CT17 9,630751,140983,1.296012105925428,51.12163398542332,Unsurveyed/Urban,40,River Dour,1160.0,Dover,1,213600.0,0
CT17 9DF,CT17,CT17 9,631248,140519,1.3028042134060076,51.117268386353246,Unsurveyed/Urban,80,River Dour,1210.0,Dover,1,191400.0,0
CT17 9DP,CT17,CT17 9,631008,140534,1.299390670001889,51.11749977053252,Unsurveyed/Urban,110,River Dour,1590.0,Dover,1,201900.0,0
CT17 9DT,CT17,CT17 9,630885,140661,1.2977175385147433,51.118689402710594,Unsurveyed/Urban,120,River Dour,1460.0,Dover,1,209300.0,0
CT17 9DU,CT17,CT17 9,631078,140672,1.3004774441520706,51.1187104119359,Unsurveyed/Urban,120,River Dour,1450.0,Dover,1,187300.0,0
CT17 9DW,CT17,CT17 9,631160,140536,1.3015599503423745,51.1174564755672,Unsurveyed/Urban,100,River Dour,1600.0,Dover,1,192700.0,0
CT17 9DX,CT17,CT17 9,631373,140839,1.3047922364147249,51.120090635474455,Unsurveyed/Urban,90,River Dour,1350.0,Dover,1,195300.0,0
CT17 9DY,CT17,CT17 9,631425,140834,1.305530752403061,51.12002476592467,Unsurveyed/Urban,90,River Dour,1370.0,Dover,1,194900.0,0
CT17 9EN,CT17,CT17 9,631452,140337,1.3055971708539669,51.11555226092522,Unsurveyed/Urban,20,River Dour,1010.0,Dover,1,210300.0,0
CT17 9EQ,CT17,CT17 9,631897,140321,1.3119336680941065,51.11522886819767,Unsurveyed/Urban,0,River Dour,570.0,Dover,1,196300.0,0
CT17 9FB,CT17,CT17 9,631098,141274,1.3011482426319834,51.124106575814295,Unsurveyed/Urban,20,River Dour,860.0,Dover,1,192700.0,0
CT17 9GE,CT17,CT17 9,630800,140000,1.2960825041313953,51.112789712722964,Unsurveyed/Urban,40,River Dour,1710.0,Dover,1,208800.0,0
CT17 9HG,CT17,CT17 9,630280,139851,1.2885713014462716,51.111661113538005,Unsurveyed/Urban,60,River Dour,2370.0,Dover,1,142200.0,0
CT17 9HH,CT17,CT17 9,630206,139818,1.287494906638146,51.11139456831904,Unsurveyed/Urban,60,River Dour,2420.0,Dover,1,131100.0,0
CT17 9HN,CT17,CT17 9,630451,140039,1.2911300183248273,51.113280153685025,Unsurveyed/Urban,50,River Dour,2140.0,Dover,1,171600.0,0
CT17 9HP,CT17,CT17 9,630601,140150,1.293340216129999,51.11421633412638,Unsurveyed/Urban,50,River Dour,2000.0,Dover,1,197700.0,0
CT17 9HX,CT17,CT17 9,630690,140129,1.2945961362706515,51.11399202242555,Unsurveyed/Urban,50,River Dour,2010.0,Dover,1,183200.0,0
CT17 9JA,CT17,CT17 9,630439,141012,1.2915800851618315,51.12201979912437,Unsurveyed/Urban,30,River Dour,1220.0,Dover,1,207500.0,0
CT17 9JB,CT17,CT17 9,630396,140971,1.2909405256569937,51.121669013631575,Unsurveyed/Urban,30,River Dour,1280.0,Dover,1,232800.0,0
CT17 9JE,CT17,CT17 9,630274,140921,1.2891683372989922,51.121269161157606,Unsurveyed/Urban,40,River Dour,1380.0,Dover,1,188700.0,0
CT17 9JF,CT17,CT17 9,630354,140912,1.2903037500967205,51.121156232892005,Unsurveyed/Urban,30,River Dour,1350.0,Dover,1,389800.0,0
CT17 9JL,CT17,CT17 9,630496,140746,1.2922232715188926,51.119608954512834,Unsurveyed/Urban,60,River Dour,1450.0,Dover,1,147400.0,0
CT17 9JQ,CT17,CT17 9,630428,140948,1.2913823052862077,51.12144967899762,Unsurveyed/Urban,30,River Dour,1290.0,Dover,1,187100.0,0
CT17 9JZ,CT17,CT17 9,630164,140571,1.2873760245083388,51.118171292522135,Unsurveyed/Urban,40,River Dour,1740.0,Dover,1,200300.0,0
CT17 9LA,CT17,CT17 9,630228,140590,1.2883010114041984,51.118316169280824,Unsurveyed/Urban,40,River Dour,1690.0,Dover,1,215300.0,0
CT17 9LB,CT17,CT17 9,630229,140499,1.288257228217797,51.11749883940204,Unsurveyed/Urban,50,River Dour,1780.0,Dover,1,190700.0,0
CT17 9LE,CT17,CT17 9,630399,140616,1.2907566779318682,51.11848089913853,Unsurveyed/Urban,50,River Dour,1600.0,Dover,2,208200.0,0
CT17 9LG,CT17,CT17 9,630260,140468,1.288679615357735,51.117208098937745,Unsurveyed/Urban,50,River Dour,1790.0,Dover,1,203500.0,0
CT17 9LH,CT17,CT17 9,630357,140743,1.2902386669625934,51.11963787863623,Unsurveyed/Urban,40,River Dour,1500.0,Dover,1,143600.0,0
CT17 9LT,CT17,CT17 9,630304,141169,1.2897545571172162,51.12348346196551,Unsurveyed/Urban,30,River Dour,1150.0,Dover,1,213100.0,0
CT17 9NA,CT17,CT17 9,629838,141245,1.2831553700855785,51.12435272947159,Unsurveyed/Urban,50,River Dour,1420.0,Dover,2,198700.0,0
CT17 9NF,CT17,CT17 9,629859,141168,1.2834058912834398,51.12365306082985,Unsurveyed/Urban,60,River Dour,1450.0,Dover,1,199000.0,0
CT17 9NH,CT17,CT17 9,629950,141220,1.28473717321,51.12408338843883,Unsurveyed/Urban,50,River Dour,1350.0,Dover,1,194800.0,0
CT17 9NP,CT17,CT17 9,630652,141278,1.2947884928963114,51.124322082913395,Unsurveyed/Urban,30,River Dour,900.0,Dover,1,178900.0,0
CT17 9NQ,CT17,CT17 9,629926,141131,1.2843380879917787,51.12329403740371,Unsurveyed/Urban,70,River Dour,1430.0,Dover,2,235300.0,0
CT17 9NR,CT17,CT17 9,630768,141309,1.2964630987040173,51.12455369611045,Unsurveyed/Urban,30,River Dour,830.0,Dover,1,185500.0,0
CT17 9NT,CT17,CT17 9,630620,141195,1.2942789496109817,51.12358985038631,Unsurveyed/Urban,20,River Dour,980.0,Dover,1,228300.0,0
CT17 9NW,CT17,CT17 9,630701,141191,1.2954318663533755,51.12352135509911,Unsurveyed/Urban,20,River Dour,960.0,Dover,1,192200.0,0
CT17 9NZ,CT17,CT17 9,630462,141205,1.2920314426001067,51.12374315356219,Unsurveyed/Urban,30,River Dour,1040.0,Dover,1,203700.0,0
CT17 9PA,CT17,CT17 9,630549,141295,1.2933300235089449,51.1245161226552,Unsurveyed/Urban,30,River Dour,920.0,Dover,1,163600.0,0
CT17 9PB,CT17,CT17 9,630522,141299,1.2929474125822134,51.1245628880809,Unsurveyed/Urban,30,River Dour,930.0,Dover,1,139700.0,0
CT17 9PH,CT17,CT17 9,630346,141302,1.290438604174254,51.124660558303525,Unsurveyed/Urban,30,River Dour,1020.0,Dover,2,192800.0,0
CT17 9PQ,CT17,CT17 9,630329,141362,1.2902343950357973,51.12520602058261,Unsurveyed/Urban,40,River Dour,980.0,Dover,1,313300.0,0
CT17 9PS,CT17,CT17 9,629401,141246,1.2769219413630055,51.124536725958954,Leptosols,50,River Dour,1780.0,Dover,1,206300.0,0
CT17 9PU,CT17,CT17 9,630218,141354,1.2886457971922118,51.12517878630476,Unsurveyed/Urban,40,River Dour,1060.0,Dover,1,265700.0,0
CT17 9QG,CT17,CT17 9,630983,140989,1.2993253018844542,51.12159443668949,Unsurveyed/Urban,50,River Dour,1130.0,Dover,1,215600.0,0
CT17 9QH,CT17,CT17 9,630892,141002,1.2980355544455124,51.12174779060642,Unsurveyed/Urban,40,River Dour,1120.0,Dover,1,171600.0,0
CT17 9QL,CT17,CT17 9,630567,140851,1.2933030934174201,51.120523015544556,Unsurveyed/Urban,60,River Dour,1330.0,Dover,1,205100.0,0
CT17 9QQ,CT17,CT17 9,630864,140940,1.2975964826166622,51.12120248199329,Unsurveyed/Urban,50,River Dour,1180.0,Dover,1,221700.0,0
CT17 9QS,CT17,CT17 9,630764,141108,1.2962774838065891,51.12275089823662,Unsurveyed/Urban,30,River Dour,1030.0,Dover,1,188200.0,0
CT17 9RE,CT17,CT17 9,631201,141255,1.3026053802798176,51.123894485080896,Unsurveyed/Urban,20,River Dour,900.0,Dover,1,164200.0,0
CT17 9RF,CT17,CT17 9,631286,141282,1.3038352205216714,51.124102583763616,Unsurveyed/Urban,20,River Dour,900.0,Dover,1,209100.0,0
CT17 9RL,CT17,CT17 9,631470,141646,1.3066935441839784,51.12729597741202,Unsurveyed/Urban,10,River Dour,700.0,Dover,1,199200.0,0
CT17 9RU,CT17,CT17 9,631542,141509,1.3076327705907886,51.126037046184486,Unsurveyed/Urban,10,River Dour,850.0,Dover,1,191500.0,0
CT17 9SB,CT17,CT17 9,631410,141472,1.3057259632901432,51.12575819131718,Unsurveyed/Urban,10,River Dour,790.0,Dover,1,212700.0,0
CT17 9SD,CT17,CT17 9,631297,141357,1.3040402176977193,51.12477142746032,Unsurveyed/Urban,20,River Dour,840.0,Dover,1,215800.0,0
CT17 9SL,CT17,CT17 9,630823,141187,1.297169646050346,51.123436343946516,Unsurveyed/Urban,20,River Dour,940.0,Dover,1,337100.0,0
CT17 9SP,CT17,CT17 9,630923,141266,1.2986467093593816,51.12410527020197,Unsurveyed/Urban,20,River Dour,860.0,Dover,1,242000.0,0
CT17 9SR,CT17,CT17 9,630950,141330,1.2990728373823732,51.12466893098673,Unsurveyed/Urban,30,River Dour,790.0,Dover,1,196600.0,0
CT17 9SU,CT17,CT17 9,630846,141369,1.2976141886696402,51.12506092381991,Unsurveyed/Urban,40,River Dour,760.0,Dover,1,216700.0,0
CT17 9SX,CT17,CT17 9,630849,141391,1.297671062175064,51.12525721293169,Unsurveyed/Urban,40,River Dour,740.0,Dover,1,123100.0,0
CT17 9SY,CT17,CT17 9,630913,141362,1.2985654984514239,51.124971102525535,Unsurveyed/Urban,30,River Dour,760.0,Dover,1,167500.0,0
CT17 9TB,CT17,CT17 9,631023,141287,1.30008667653711,51.12425350406814,Unsurveyed/Urban,20,River Dour,840.0,Dover,1,205300.0,0
CT17 9TF,CT17,CT17 9,632098,140155,1.3146936582802815,51.11365737851779,Unsurveyed/Urban,0,River Dour,440.0,Dover,1,197700.0,0
CT17 9TP,CT17,CT17 9,631417,140559,1.3052403115883962,51.117559297598426,Unsurveyed/Urban,30,River Dour,1050.0,Dover,1,181100.0,0
CT17 9TW,CT17,CT17 9,631404,140617,1.3050920765026222,51.11808521428496,Unsurveyed/Urban,40,River Dour,1070.0,Dover,1,207700.0,0
CT17 9TX,CT17,CT17 9,631419,141512,1.3058800126487693,51.126113641024794,Unsurveyed/Urban,10,River Dour,760.0,Dover,1,187000.0,0
CT17 9TY,CT17,CT17 9,631400,141500,1.305601266518419,51.12601358551499,Unsurveyed/Urban,10,River Dour,760.0,Dover,1,183500.0,0
CT17 9TZ,CT17,CT17 9,631603,140286,1.3077180823380143,51.115033471923766,Unsurveyed/Urban,10,River Dour,860.0,Dover,1,198900.0,0
CT17 9UQ,CT17,CT17 9,631700,141400,1.3098167424988698,51.1249947159142,Unsurveyed/Urban,20,River Dour,1040.0,Dover,1,179300.0,0
CT18 7AA,CT18,CT18 7,621689,138276,1.1650716381963304,51.1009051603995,Leptosols,110,Nail Bourne,990.0,Folkestone and Hythe,2,452900.0,0
CT18 7AB,CT18,CT18 7,621148,138258,1.1573459341527184,51.1009523103921,Cambisols,130,Nail Bourne,1350.0,Folkestone and Hythe,1,536300.0,0
CT18 7AE,CT18,CT18 7,621143,138900,1.1576676772861396,51.10671837811707,Luvisols,160,Nail Bourne,1810.0,Folkestone and Hythe,1,314200.0,0
CT18 7AH,CT18,CT18 7,620332,139652,1.1465600834231295,51.1137822609222,Luvisols,160,Nail Bourne,7700.0,Folkestone and Hythe,1,319400.0,0
CT18 7AQ,CT18,CT18 7,620675,139815,1.1515523189498564,51.115113878129335,Luvisols,160,Nail Bourne,7630.0,Folkestone and Hythe,1,112900.0,0
CT18 7AU,CT18,CT18 7,621481,140065,1.1632028150118365,51.117047768768735,Luvisols,150,Nail Bourne,7650.0,Folkestone and Hythe,1,315900.0,0
CT18 7BB,CT18,CT18 7,621167,141167,1.159399046363402,51.127063116940924,Luvisols,150,Nail Bourne,6510.0,Folkestone and Hythe,1,460900.0,0
CT18 7BE,CT18,CT18 7,621128,141439,1.1590093356618876,51.12952027623305,Luvisols,150,Nail Bourne,6250.0,Folkestone and Hythe,1,347900.0,0
CT18 7BQ,CT18,CT18 7,621182,141714,1.159948502378158,51.13196848866348,Luvisols,150,Nail Bourne,6020.0,Folkestone and Hythe,1,345500.0,0
CT18 7BU,CT18,CT18 7,621637,140083,1.1654391972455744,51.117149108759655,Luvisols,160,Nail Bourne,7690.0,Folkestone and Hythe,1,321200.0,0
CT18 7BW,CT18,CT18 7,621965,139519,1.169771300931257,51.11195849465105,Luvisols,150,Nail Bourne,2090.0,Folkestone and Hythe,1,320100.0,0
CT18 7BY,CT18,CT18 7,621691,140001,1.166159141010935,51.11639201417369,Luvisols,160,Nail Bourne,7790.0,Folkestone and Hythe,1,330400.0,0
CT18 7BZ,CT18,CT18 7,622107,139639,1.1718705087852155,51.112980918440456,Luvisols,150,Nail Bourne,2190.0,Folkestone and Hythe,1,338300.0,0
CT18 7DJ,CT18,CT18 7,621534,140199,1.1640411042971341,51.11823039404405,Luvisols,150,Nail Bourne,7550.0,Folkestone and Hythe,1,348200.0,0
CT18 7DL,CT18,CT18 7,621153,140787,1.158966353033474,51.123656739215676,Luvisols,150,Nail Bourne,6860.0,Folkestone and Hythe,1,303100.0,0
CT18 7DP,CT18,CT18 7,621026,141407,1.1575343014264117,51.12927230728786,Luvisols,150,Nail Bourne,6240.0,Folkestone and Hythe,1,367200.0,0
CT18 7DZ,CT18,CT18 7,620700,141037,1.1526562796430813,51.12607590117908,Luvisols,160,Nail Bourne,6470.0,Folkestone and Hythe,1,320500.0,0
CT18 7EA,CT18,CT18 7,620487,141229,1.149734566426559,51.12788172184549,Luvisols,160,Nail Bourne,6220.0,Folkestone and Hythe,1,507300.0,0
CT18 7ED,CT18,CT18 7,622114,140618,1.172572812274488,51.12176792719318,Luvisols,150,Nail Bourne,7420.0,Folkestone and Hythe,1,337600.0,0
CT18 7EE,CT18,CT18 7,620588,139661,1.1502172023274515,51.11376466467129,Luvisols,160,Nail Bourne,7750.0,Folkestone and Hythe,1,353900.0,0
CT18 7EP,CT18,CT18 7,624104,140961,1.201175111746733,51.12407305889531,Leptosols,80,Nail Bourne,3980.0,Dover,1,618800.0,0
CT18 7ET,CT18,CT18 7,624431,140040,1.2052675141031077,51.115676439483195,Leptosols,110,Nail Bourne,3400.0,Dover,1,352200.0,0
CT18 7EY,CT18,CT18 7,625080,139552,1.2142205079221842,51.11104088274385,Luvisols,150,Nail Bourne,3550.0,Dover,2,312000.0,0
CT18 7FA,CT18,CT18 7,621351,139920,1.1612594488753554,51.11579609916174,Luvisols,160,Nail Bourne,7740.0,Folkestone and Hythe,1,342300.0,0
CT18 7FP,CT18,CT18 7,621578,139549,1.1642697921188718,51.112377477274855,Luvisols,160,Nail Bourne,2200.0,Folkestone and Hythe,1,420300.0,0
CT18 7FU,CT18,CT18 7,621388,139179,1.1613328591346592,51.10912884981983,Luvisols,160,Nail Bourne,1920.0,Folkestone and Hythe,1,356600.0,0
CT18 7GA,CT18,CT18 7,624157,137838,1.1999925473303874,51.096013971451704,Luvisols,160,Pent Stream,1980.0,Folkestone and Hythe,1,312100.0,0
CT18 7GF,CT18,CT18 7,621124,139195,1.1575773341976134,51.109374331573214,Luvisols,160,Nail Bourne,2070.0,Folkestone and Hythe,1,403100.0,0
CT18 7GG,CT18,CT18 7,622641,135834,1.1771430478131897,51.078611663786965,Unsurveyed/Urban,40,Pent Stream,550.0,Folkestone and Hythe,2,340500.0,0
CT18 7GH,CT18,CT18 7,622251,139678,1.1739484704931313,51.113275289119,Luvisols,150,Nail Bourne,2230.0,Folkestone and Hythe,1,321900.0,0
CT18 7GW,CT18,CT18 7,621063,139036,1.156609976296876,51.107970275264385,Luvisols,160,Nail Bourne,1970.0,Folkestone and Hythe,1,309400.0,0
CT18 7HE,CT18,CT18 7,624954,139003,1.2120814515758243,51.10616142951585,Luvisols,150,Nail Bourne,3140.0,Dover,1,313600.0,0
CT18 7HG,CT18,CT18 7,624656,138564,1.2075586421278686,51.102336871439995,Luvisols,160,Nail Bourne,2670.0,Dover,1,341600.0,0
CT18 7HJ,CT18,CT18 7,624723,138335,1.2083716030105427,51.100254678872496,Luvisols,160,Pent Stream,2730.0,Dover,1,336200.0,0
CT18 7HN,CT18,CT18 7,624813,138351,1.2096648822215286,51.100363072756224,Luvisols,160,Pent Stream,2800.0,Dover,1,311600.0,0
CT18 7HP,CT18,CT18 7,625161,138405,1.214660710110542,51.1007114336973,Luvisols,150,Pent Stream,3090.0,Dover,1,335600.0,0
CT18 7HR,CT18,CT18 7,625275,138452,1.2163155651668478,51.10108865059804,Luvisols,150,Pent Stream,3210.0,Dover,1,286600.0,0
CT18 7HW,CT18,CT18 7,624972,138368,1.2119426730361709,51.10045338186726,Luvisols,160,Pent Stream,2930.0,Dover,1,386200.0,0
CT18 7HZ,CT18,CT18 7,626621,138664,1.2356412879962877,51.10246191574008,Luvisols,130,Pent Stream,4420.0,Dover,1,309400.0,0
CT18 7JF,CT18,CT18 7,625633,139341,1.2219757199547123,51.10892929612822,Luvisols,140,Nail Bourne,3900.0,Dover,1,324400.0,0
CT18 7JS,CT18,CT18 7,624833,138402,1.2099818037065606,51.10081311261642,Luvisols,160,Pent Stream,2850.0,Dover,1,301700.0,0
CT18 7JT,CT18,CT18 7,624945,138417,1.2115881840015044,51.10090388627212,Luvisols,160,Pent Stream,2940.0,Dover,1,358400.0,0
CT18 7JY,CT18,CT18 7,625048,138517,1.213119185365057,51.10176129172374,Luvisols,160,Pent Stream,3090.0,Dover,1,316600.0,0
CT18 7LA,CT18,CT18 7,625111,138441,1.2139701803983876,51.1010542566296,Luvisols,150,Pent Stream,3080.0,Dover,1,355900.0,0
CT18 7LB,CT18,CT18 7,625214,138474,1.215459461439546,51.10131011004089,Luvisols,150,Pent Stream,3180.0,Dover,1,350300.0,0
CT18 7LG,CT18,CT18 7,625344,138582,1.2173805461405953,51.102228683059,Luvisols,150,Pent Stream,3350.0,Dover,1,319500.0,0
CT18 7LL,CT18,CT18 7,625093,138675,1.2138593149876566,51.10316215207116,Luvisols,150,Nail Bourne,3120.0,Dover,1,314000.0,0
CT18 7LN,CT18,CT18 7,625075,138607,1.2135602668960792,51.10255871458748,Luvisols,150,Nail Bourne,3080.0,Dover,1,329900.0,0
CT18 7LR,CT18,CT18 7,624892,138585,1.210937022519976,51.10243295659443,Luvisols,160,Nail Bourne,2900.0,Dover,1,317400.0,0
CT18 7LZ,CT18,CT18 7,624836,138591,1.2101422077955495,51.10250877092893,Luvisols,160,Nail Bourne,2850.0,Dover,2,390800.0,0
CT18 7NA,CT18,CT18 7,624979,138934,1.2123949941770384,51.105532149023524,Luvisols,150,Nail Bourne,3130.0,Dover,1,318400.0,0
CT18 7ND,CT18,CT18 7,624543,138350,1.205814271337497,51.10045981364338,Luvisols,160,Nail Bourne,2490.0,Dover,1,334200.0,0
CT18 7NP,CT18,CT18 7,622275,140466,1.1747760540418264,51.120340845084144,Luvisols,150,Nail Bourne,7630.0,Folkestone and Hythe,1,335300.0,0
CT18 7NR,CT18,CT18 7,620586,139838,1.1502968300599645,51.1153546209891,Luvisols,160,Nail Bourne,7580.0,Folkestone and Hythe,1,256100.0,0
CT18 7NU,CT18,CT18 7,621214,139684,1.1591605757237131,51.11373006243558,Luvisols,160,Nail Bourne,7910.0,Folkestone and Hythe,1,193200.0,0
CT18 7PE,CT18,CT18 7,621924,139736,1.169319895188693,51.113922649757704,Luvisols,160,Nail Bourne,2310.0,Folkestone and Hythe,1,474800.0,0
CT18 7PL,CT18,CT18 7,621052,139590,1.156792248983007,51.11294855289935,Luvisols,160,Nail Bourne,7950.0,Folkestone and Hythe,1,217400.0,0
CT18 7PS,CT18,CT18 7,621892,139948,1.1689937618664377,51.11583842964443,Luvisols,160,Nail Bourne,7920.0,Folkestone and Hythe,1,328200.0,0
CT18 7PT,CT18,CT18 7,621887,140412,1.1692076935655527,51.12000629075021,Luvisols,160,Nail Bourne,7500.0,Folkestone and Hythe,1,300700.0,0
CT18 7PW,CT18,CT18 7,621680,139327,1.1655883671165421,51.110344874940814,Luvisols,150,Nail Bourne,1960.0,Folkestone and Hythe,1,526200.0,0
CT18 7PX,CT18,CT18 7,622038,140267,1.171272613826162,51.11864599138895,Luvisols,150,Nail Bourne,7700.0,Folkestone and Hythe,1,335400.0,0
CT18 7PZ,CT18,CT18 7,621814,139879,1.1678387300077138,51.115249100297795,Luvisols,160,Nail Bourne,2470.0,Folkestone and Hythe,1,475500.0,0
CT18 7QH,CT18,CT18 7,621466,139805,1.1628293216973582,51.11471919159814,Luvisols,160,Nail Bourne,7890.0,Folkestone and Hythe,1,307100.0,0
CT18 7QL,CT18,CT18 7,620725,139384,1.1520020369497792,51.11122492767161,Luvisols,160,Nail Bourne,2450.0,Folkestone and Hythe,1,302600.0,0
CT18 7QT,CT18,CT18 7,620776,139588,1.1528542100126635,51.11303690175483,Luvisols,160,Nail Bourne,7870.0,Folkestone and Hythe,1,293200.0,0
CT18 7QZ,CT18,CT18 7,620730,139331,1.152040953339893,51.11074714584187,Luvisols,160,Nail Bourne,2410.0,Folkestone and Hythe,2,362600.0,0
CT18 7RE,CT18,CT18 7,621016,139529,1.1562414098778353,51.112414743415464,Luvisols,160,Nail Bourne,2410.0,Folkestone and Hythe,1,338200.0,0
CT18 7RJ,CT18,CT18 7,621864,140368,1.1688525303370747,51.119620145611506,Luvisols,160,Nail Bourne,7530.0,Folkestone and Hythe,1,341200.0,0
CT18 7RQ,CT18,CT18 7,620845,139734,1.153927729415586,51.11432118826031,Luvisols,160,Nail Bourne,7750.0,Folkestone and Hythe,1,118700.0,0
CT18 7RT,CT18,CT18 7,621020,139073,1.1560193441875777,51.10831904546862,Luvisols,160,Nail Bourne,2020.0,Folkestone and Hythe,1,157200.0,0
CT18 7SH,CT18,CT18 7,620997,139049,1.155676622436499,51.108112424492816,Luvisols,160,Nail Bourne,2020.0,Folkestone and Hythe,1,348700.0,0
CT18 7ST,CT18,CT18 7,621568,140248,1.1645562060363535,51.11865719632281,Luvisols,150,Nail Bourne,7520.0,Folkestone and Hythe,1,350000.0,0
